Kingdom	Phylum	Class	Order	Family	Genus	Species	p-values	p-values (corrected)	Effect size	Note	Control: mean rel. freq. (%)	Control: std. dev. (%)	DSS: mean rel. freq. (%)	DSS: std. dev. (%)	RCE: mean rel. freq. (%)	RCE: std. dev. (%)	RCE_plus_DSS: mean rel. freq. (%)	RCE_plus_DSS: std. dev. (%)	Control_327	Control_327: parent seq. count	Control_327: rel. freq. (%)	Control_328	Control_328: parent seq. count	Control_328: rel. freq. (%)	Control_330	Control_330: parent seq. count	Control_330: rel. freq. (%)	DSS_334	DSS_334: parent seq. count	DSS_334: rel. freq. (%)	DSS_339	DSS_339: parent seq. count	DSS_339: rel. freq. (%)	DSS_treatedp	DSS_treatedp: parent seq. count	DSS_treatedp: rel. freq. (%)	RCE_318	RCE_318: parent seq. count	RCE_318: rel. freq. (%)	RCE_319	RCE_319: parent seq. count	RCE_319: rel. freq. (%)	RCE_322	RCE_322: parent seq. count	RCE_322: rel. freq. (%)	RCE_plus_DSS_301	RCE_plus_DSS_301: parent seq. count	RCE_plus_DSS_301: rel. freq. (%)	RCE_plus_DSS_305	RCE_plus_DSS_305: parent seq. count	RCE_plus_DSS_305: rel. freq. (%)	RCE_plus_DSS_313	RCE_plus_DSS_313: parent seq. count	RCE_plus_DSS_313: rel. freq. (%)	
k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Oscillospiraceae	g__Oscillibacter	s__Oscillibacter sp. 1-3	0.00192902083768	0.00192902083768	0.829576280602		0.28824125395	0.0839009602926	0.126252007622	0.0424176100401	0.135729972557	0.0590429115039	0.496598565752	0.0786398688022	71233.0	19438122.0	0.366460298994	33407.0	19438110.0	0.171863416762	63446.0	19438110.0	0.326400046095	34813.0	19438101.0	0.179096713203	14626.0	19438115.0	0.0752439215428	24184.0	19438110.0	0.124415388122	18255.0	19438098.0	0.093913509439	42614.0	19438102.0	0.2192292231	18281.0	19438115.0	0.0940471851309	96597.0	19438095.0	0.496946845871	115217.0	19438108.0	0.592737729413	77774.0	19438100.0	0.400111121972	
k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Tannerellaceae	g__Parabacteroides	s__Parabacteroides chinchillae	0.00279337249682	0.00279337249682	0.812678402737		0.0	0.0	0.0	0.0	0.140800744799	0.0585423498566	0.0	0.0	0.0	19438122.0	0.0	0.0	19438110.0	0.0	0.0	19438110.0	0.0	0.0	19438101.0	0.0	0.0	19438115.0	0.0	0.0	19438110.0	0.0	25735.0	19438098.0	0.132394640669	14321.0	19438102.0	0.0736748886285	42051.0	19438115.0	0.2163327051	0.0	19438095.0	0.0	0.0	19438108.0	0.0	0.0	19438100.0	0.0	
k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Klebsiella	s__(Klebsiella)	0.00318848482107	0.00318848482107	0.806231355994		0.000176628860202	0.000249790929605	0.0	0.0	0.000725379357712	0.000105264165351	0.000476726961453	2.98009602085e-05	103.0	19438122.0	0.000529886580607	0.0	19438110.0	0.0	0.0	19438110.0	0.0	0.0	19438101.0	0.0	0.0	19438115.0	0.0	0.0	19438110.0	0.0	165.0	19438098.0	0.000848848483015	115.0	19438102.0	0.000591621548236	143.0	19438115.0	0.000735668041886	99.0	19438095.0	0.000509309168414	85.0	19438108.0	0.000437285357196	94.0	19438100.0	0.000483586358749	
k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium	s__Clostridium sp. CAG:557	0.00379633301669	0.00379633301669	0.797377562421		0.033753281569	0.0477343485695	0.0	0.0	0.562078130311	0.152470958439	0.295104229943	0.163550461667	0.0	19438122.0	0.0	0.0	19438110.0	0.0	19683.0	19438110.0	0.101259844707	0.0	19438101.0	0.0	0.0	19438115.0	0.0	0.0	19438110.0	0.0	90354.0	19438098.0	0.464829429299	151106.0	19438102.0	0.777370136241	86312.0	19438115.0	0.444034825393	31008.0	19438095.0	0.159521804992	102085.0	19438108.0	0.525179713993	38995.0	19438100.0	0.200611170845	
k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lactobacillus	s__(Lactobacillus)	0.00487300157598	0.00487300157598	0.783977984554		0.670565693948	0.203591772262	0.118049870863	0.124436212387	0.181475176372	0.0373564989848	0.0850185945578	0.0615633513696	175533.0	19438122.0	0.903034768482	136348.0	19438110.0	0.701446797039	79155.0	19438110.0	0.407215516323	12450.0	19438101.0	0.0640494665605	56390.0	19438115.0	0.290100146028	0.0	19438110.0	0.0	35366.0	19438098.0	0.181941669396	44123.0	19438102.0	0.22699232672	26337.0	19438115.0	0.135491533001	27947.0	19438095.0	0.143774377067	21631.0	19438108.0	0.111281406606	0.0	19438100.0	0.0	
k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__(Bacteroides)	0.00522797966327	0.00522797966327	0.780041634931		3.70231415018	1.19407653055	12.3083590307	2.81361573025	5.10186048825	0.48607355776	6.75677133492	1.57013216434	500252.0	19438122.0	2.57356137594	1040799.0	19438110.0	5.35442489007	617929.0	19438110.0	3.17895618453	1980492.0	19438101.0	10.1887113355	3165402.0	19438115.0	16.2845111267	2031643.0	19438110.0	10.4518546299	1085888.0	19438098.0	5.58639019106	862529.0	19438102.0	4.43731080329	1026698.0	19438115.0	5.28188047041	1224268.0	19438095.0	6.29829209087	992206.0	19438108.0	5.10443711909	1723690.0	19438100.0	8.86758479481	
k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Odoribacteraceae	g__Butyricimonas	s__(Butyricimonas)	0.00587967215678	0.00587967215678	0.773298845127		0.0	0.0	0.0818718228841	0.010078943585	0.0231212405798	0.0326983720069	0.0633515254428	0.00710976286285	0.0	19438122.0	0.0	0.0	19438110.0	0.0	0.0	19438110.0	0.0	18667.0	19438101.0	0.0960330435571	14265.0	19438115.0	0.0733867455769	14811.0	19438110.0	0.0761956795182	0.0	19438098.0	0.0	0.0	19438102.0	0.0	13483.0	19438115.0	0.0693637217395	11924.0	19438095.0	0.0613434598401	10851.0	19438108.0	0.0558233342463	14168.0	19438100.0	0.0728877822421	
k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Klebsiella	s__Klebsiella oxytoca	0.00674849753858	0.00674849753858	0.765114837092		0.0285915823898	0.0404346035854	0.0	0.0	0.105344632709	0.0198290037916	0.0995776265952	0.0221073960165	16673.0	19438122.0	0.0857747471695	0.0	19438110.0	0.0	0.0	19438110.0	0.0	0.0	19438101.0	0.0	0.0	19438115.0	0.0	0.0	19438110.0	0.0	17410.0	19438098.0	0.0895663762988	25913.0	19438102.0	0.133310340691	18108.0	19438115.0	0.0931571811361	21377.0	19438095.0	0.109974768618	23309.0	19438108.0	0.11991393401	13382.0	19438100.0	0.0688441771572	
k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__Roseburia	s__Roseburia sp. CAG:303	0.00697880909314	0.00697880909314	0.763076079411		0.0299634755299	0.0423747534703	0.0	0.0	0.0	0.0	0.182252009987	0.0728041567055	0.0	19438122.0	0.0	0.0	19438110.0	0.0	17473.0	19438110.0	0.0898904265898	0.0	19438101.0	0.0	0.0	19438115.0	0.0	0.0	19438110.0	0.0	0.0	19438098.0	0.0	0.0	19438102.0	0.0	0.0	19438115.0	0.0	25942.0	19438095.0	0.133459580273	55431.0	19438108.0	0.285166642762	24906.0	19438100.0	0.128129806926	
k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Eubacteriaceae	g__Eubacterium	s__Eubacterium plexicaudatum	0.00762915862177	0.00762915862177	0.757573462701		0.414472644743	0.150431487478	0.0	0.0	0.143256424566	0.0727806346355	0.135184668659	0.0324115991362	87771.0	19438122.0	0.451540534626	41698.0	19438110.0	0.214516740568	112228.0	19438110.0	0.577360659035	0.0	19438101.0	0.0	0.0	19438115.0	0.0	0.0	19438110.0	0.0	15733.0	19438098.0	0.0809389889896	47693.0	19438102.0	0.245358317391	20113.0	19438115.0	0.103471967318	27245.0	19438095.0	0.140162912055	33464.0	19438108.0	0.172156672861	18123.0	19438100.0	0.0932344210597	
k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Odoribacteraceae	g__Odoribacter	s__Odoribacter sp. CAG:788	0.00860950240158	0.00860950240158	0.749894416918		0.0	0.0	0.0824600166489	0.0194004024563	0.0	0.0	0.0238620617466	0.0337460513482	0.0	19438122.0	0.0	0.0	19438110.0	0.0	0.0	19438110.0	0.0	21295.0	19438101.0	0.109552882764	14124.0	19438115.0	0.0726613665986	12667.0	19438110.0	0.0651658005845	0.0	19438098.0	0.0	0.0	19438102.0	0.0	0.0	19438115.0	0.0	0.0	19438095.0	0.0	13915.0	19438108.0	0.0715861852398	0.0	19438100.0	0.0	
k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__(Lachnospiraceae bacterium M18-1)	s__Lachnospiraceae bacterium M18-1	0.0110765623087	0.0110765623087	0.733063614135		0.0450369415674	0.0328190401927	0.0	0.0	0.0	0.0	0.0696141351395	0.0151500567445	15020.0	19438122.0	0.0772708392303	0.0	19438110.0	0.0	11243.0	19438110.0	0.0578399854718	0.0	19438101.0	0.0	0.0	19438115.0	0.0	0.0	19438110.0	0.0	0.0	19438098.0	0.0	0.0	19438102.0	0.0	0.0	19438115.0	0.0	11225.0	19438095.0	0.0577474284388	17688.0	19438108.0	0.0909965105657	11682.0	19438100.0	0.0600984664139	
k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides fragilis	0.0116721118771	0.0116721118771	0.729419233185		0.026202821845	0.0370563860256	0.119504084483	0.0127401681754	0.115376468904	0.0185767339376	0.0915315767434	0.0136687229899	0.0	19438122.0	0.0	15280.0	19438110.0	0.078608465535	0.0	19438110.0	0.0	26267.0	19438101.0	0.135131513104	23220.0	19438115.0	0.119456027501	20201.0	19438110.0	0.103924712845	23230.0	19438098.0	0.119507577336	17658.0	19438102.0	0.0908422025978	26393.0	19438115.0	0.13577962678	17113.0	19438095.0	0.0880384626168	14931.0	19438108.0	0.0768130313917	21332.0	19438100.0	0.109743236222	
k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Desulfovibrionales	f__Desulfovibrionaceae	g__Desulfovibrio	s__(Desulfovibrio)	0.012284132543	0.012284132543	0.725812666016		0.0651657805972	0.046081945517	0.0787010895408	0.0599036725197	0.231536656669	0.0718359766191	0.266704717344	0.0354386059348	18880.0	19438122.0	0.0971287246782	0.0	19438110.0	0.0	19121.0	19438110.0	0.0983686171135	28225.0	19438101.0	0.145204513548	0.0	19438115.0	0.0	17669.0	19438110.0	0.0908987550744	61140.0	19438098.0	0.314536946979	46801.0	19438102.0	0.240769391991	27078.0	19438115.0	0.139303631036	52799.0	19438095.0	0.27162641195	59760.0	19438108.0	0.307437328777	42968.0	19438100.0	0.221050411306	
k__Bacteria	p__Firmicutes	c__(Firmicutes bacterium ASF500)	o__(Firmicutes bacterium ASF500)	f__(Firmicutes bacterium ASF500)	g__(Firmicutes bacterium ASF500)	s__Firmicutes bacterium ASF500	0.0147765311836	0.0147765311836	0.712350114882		0.218193309491	0.0551956177976	0.102986700058	0.0364542918327	0.129374757006	0.0620091878444	0.407243128403	0.121382285141	54209.0	19438122.0	0.278879821826	28250.0	19438110.0	0.145333059644	44779.0	19438110.0	0.230367047002	16500.0	19438101.0	0.0848848352007	13652.0	19438115.0	0.0702331476072	29904.0	19438110.0	0.153842117366	15936.0	19438098.0	0.0819833298505	42175.0	19438102.0	0.216970772146	17333.0	19438115.0	0.089170169021	86586.0	19438095.0	0.445444885417	103620.0	19438108.0	0.53307657309	47275.0	19438100.0	0.243207926701	
k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__Lachnoclostridium	s__(Lachnoclostridium)	0.0150429849892	0.0150429849892	0.711011375765		0.246040658072	0.0597040527821	0.0756075043655	0.0537450114628	0.13701095582	0.0166610479984	0.245716720567	0.0441928221301	62717.0	19438122.0	0.322649482291	34404.0	19438110.0	0.176992516248	46356.0	19438110.0	0.238479975677	20735.0	19438101.0	0.106671942902	0.0	19438115.0	0.0	23355.0	19438110.0	0.120150570194	23611.0	19438098.0	0.121467645651	31124.0	19438102.0	0.160118513629	25162.0	19438115.0	0.129446708181	39097.0	19438095.0	0.201135965227	59469.0	19438108.0	0.305940269495	44722.0	19438100.0	0.230073926978	
k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__(Ruminococcaceae)	s__(Ruminococcaceae)	0.015070601254	0.015070601254	0.710873612207		0.488668778768	0.132750000018	0.276983400612	0.0204194494162	0.425912593118	0.082151916244	0.657661962658	0.0743203737547	122691.0	19438122.0	0.631187519041	60565.0	19438110.0	0.311578646278	101708.0	19438110.0	0.523240170984	59432.0	19438101.0	0.305750031858	51470.0	19438115.0	0.264789049761	50619.0	19438110.0	0.260411120217	79519.0	19438098.0	0.409088378914	103776.0	19438102.0	0.533879285128	65073.0	19438115.0	0.334770115312	107605.0	19438095.0	0.553577909769	140413.0	19438108.0	0.722359398353	135493.0	19438100.0	0.697048579851	
k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__Anaerotruncus	s__Anaerotruncus sp. G3(2012)	0.015708458742	0.015708458742	0.707741519078		0.152785733481	0.0555224087162	0.0	0.0	0.0257844104327	0.0364646629317	0.0470810705642	0.0340649498845	37556.0	19438122.0	0.193207965255	14438.0	19438110.0	0.0742767686776	37102.0	19438110.0	0.19087246651	0.0	19438101.0	0.0	0.0	19438115.0	0.0	0.0	19438110.0	0.0	0.0	19438098.0	0.0	15036.0	19438102.0	0.077353231298	0.0	19438115.0	0.0	12009.0	19438095.0	0.0617807454897	15446.0	19438108.0	0.079462466203	0.0	19438100.0	0.0	
k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium	s__uncultured Clostridium sp.	0.0163936374308	0.0163936374308	0.704478332884		0.059095230054	0.0437305681165	0.0	0.0	0.0	0.0	0.0911903160749	0.0259291076408	20300.0	19438122.0	0.104433957149	0.0	19438110.0	0.0	14161.0	19438110.0	0.0728517330131	0.0	19438101.0	0.0	0.0	19438115.0	0.0	0.0	19438110.0	0.0	0.0	19438098.0	0.0	0.0	19438102.0	0.0	0.0	19438115.0	0.0	17199.0	19438095.0	0.0884808928035	24145.0	19438108.0	0.124214764112	11833.0	19438100.0	0.0608752913093	
k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__(Flavonifractor)	g__Flavonifractor	s__(Flavonifractor)	0.0176905662387	0.0176905662387	0.698563263856		0.0594141919045	0.0430360034298	0.0	0.0	0.0260707895589	0.036869664176	0.123319656809	0.0215399011624	19545.0	19438122.0	0.100549837068	0.0	19438110.0	0.0	15102.0	19438110.0	0.0776927386459	0.0	19438101.0	0.0	0.0	19438115.0	0.0	0.0	19438110.0	0.0	0.0	19438098.0	0.0	15203.0	19438102.0	0.0782123686767	0.0	19438115.0	0.0	24870.0	19438095.0	0.12794463655	28590.0	19438108.0	0.147082216026	18453.0	19438100.0	0.094932117851	
k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Desulfovibrionales	f__Desulfovibrionaceae	g__Bilophila	s__(Bilophila)	0.0177218530378	0.0177218530378	0.698424514531		0.0	0.0	0.0	0.0	0.0244314027021	0.034551221049	0.0648280074469	0.00431092600118	0.0	19438122.0	0.0	0.0	19438110.0	0.0	0.0	19438110.0	0.0	0.0	19438101.0	0.0	0.0	19438115.0	0.0	0.0	19438110.0	0.0	14247.0	19438098.0	0.0732942081062	0.0	19438102.0	0.0	0.0	19438115.0	0.0	13500.0	19438095.0	0.0694512502383	11483.0	19438108.0	0.0590746794904	12821.0	19438100.0	0.0659580926119	
k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__Butyrivibrio	s__(Butyrivibrio)	0.0189299417364	0.0189299417364	0.693197692611		0.0623791555815	0.0464388119711	0.0	0.0	0.0230492325502	0.0325965372748	0.120802263285	0.0221599658087	21646.0	19438122.0	0.111358494406	0.0	19438110.0	0.0	14730.0	19438110.0	0.0757789723384	0.0	19438101.0	0.0	0.0	19438115.0	0.0	0.0	19438110.0	0.0	0.0	19438098.0	0.0	13441.0	19438102.0	0.0691476976507	0.0	19438115.0	0.0	23512.0	19438095.0	0.12095835523	28742.0	19438108.0	0.147864185136	18191.0	19438100.0	0.0935842494894	
k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__Blautia	s__(Blautia)	0.0194588826311	0.0194588826311	0.690985132277		0.162224222461	0.0781390974854	0.0	0.0	0.0781540534658	0.0186244616582	0.129067820418	0.0154256696037	51145.0	19438122.0	0.263116982186	14139.0	19438110.0	0.0727385532853	29316.0	19438110.0	0.150817131913	0.0	19438101.0	0.0	0.0	19438115.0	0.0	0.0	19438110.0	0.0	12341.0	19438098.0	0.0634887219933	20300.0	19438102.0	0.104434064602	12934.0	19438115.0	0.0665393738024	27501.0	19438095.0	0.141479913541	26902.0	19438108.0	0.138398243286	20862.0	19438100.0	0.107325304428	
k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides sartorii	0.0204483510108	0.0204483510108	0.686960453305		0.122312962561	0.0404149995932	0.490512421052	0.0862979870044	0.280973885242	0.133690955626	0.267138590667	0.0667510179962	24912.0	19438122.0	0.128160529088	32778.0	19438110.0	0.168627505452	13636.0	19438110.0	0.0701508531436	118326.0	19438101.0	0.608732303634	88959.0	19438115.0	0.457652400966	78754.0	19438110.0	0.405152558556	78291.0	19438098.0	0.402770888386	18435.0	19438102.0	0.0948395064498	67122.0	19438115.0	0.345311260891	53377.0	19438095.0	0.274599954368	35360.0	19438108.0	0.181910708594	67043.0	19438100.0	0.344905109038	
k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__(Alphaproteobacteria)	f__(Alphaproteobacteria)	g__(Alphaproteobacteria)	s__(Alphaproteobacteria)	0.0220194298629	0.0220194298629	0.680850229662		0.0362535186118	0.0327927711466	0.0254054208378	0.000445608615505	0.117156491281	0.0272085086929	0.0860474929753	0.0280427663541	5702.0	19438122.0	0.02933410954	0.0	19438110.0	0.0	15439.0	19438110.0	0.0794264462954	4816.0	19438101.0	0.0247760828077	4994.0	19438115.0	0.0256917916166	5005.0	19438110.0	0.0257483880892	25084.0	19438098.0	0.129045547563	27778.0	19438102.0	0.142904898842	15457.0	19438115.0	0.0795190274366	12637.0	19438095.0	0.0650115147601	24430.0	19438108.0	0.125680956192	13111.0	19438100.0	0.067450007974	
