"Control_327"	"Control_328"	"Control_330"	"DSS_334"	"DSS_339"	"DSS_treatedp"	"D_Control"	"D_DSS"	"D_RCE"	"D_RCE_plus_DSS"	"RCE_318"	"RCE_319"	"RCE_322"	"RCE_plus_DSS_301"	"RCE_plus_DSS_305"	"RCE_plus_DSS_313"	"Start"
"d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides sp. PHL 2737"	0.65041955459922	0.676388219865319	0.483226768486406	1.77702384608796	2.56665451544559	1.61595920974065	1.55198042358179	2.29392371739193	2.48385899770417	1.96221516787588	1.37304474678958	1.20926941829642	1.30561482540233	1.37806747985444	0.88999429028815	1.34851820761481	1.35830943912558
"d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides fragilis"	6.79315760548856	8.10043535152	7.34921386819821	9.01023377695451	9.26768704321517	8.88750705056795	8.38631231841368	8.76075048601781	8.88830794207584	8.67902057560129	7.75406789246407	7.62247944876787	8.11845772007267	8.01440986202559	7.18773584426986	8.49524760488095	8.04450731887686
"d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides xylanisolvens"	5.58921166431187	7.31908411398941	6.60903525718541	8.80603487256687	10.4254328615828	9.33835947085136	7.95741018535378	9.38619145075107	7.96767900952223	9.94905414248549	6.95429675715218	6.93325248378024	7.05635786302612	7.71517862970568	7.88396318306887	8.44376676518848	7.53112551076859
"d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides thetaiotaomicron"	5.42791706818882	7.01301710365865	6.30466033695839	7.88531135849428	9.32697093813339	8.57189634678093	7.39650601448647	8.26859626115922	7.66170906241665	8.72195089566451	6.50988881123916	6.44348215954917	6.80599380437093	7.18925569782779	6.93149147420072	7.8542696198795	7.01705815009079
"d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides caccae"	5.08850208650096	6.81853057308754	6.21955728034954	7.99245187203006	9.00950783224494	8.87920556296995	7.34346828245792	7.91278827433403	7.11939359328655	8.74787778364775	6.02229852207458	6.26585135221718	6.40031522789071	7.21821268067292	6.77568116032799	8.03507624407985	6.88874278901265
"d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides ovatus"	4.85323430478075	6.54937496520498	5.88480632039317	7.91141883973442	9.54330305379279	8.50539705305098	7.09806588337656	8.38673603098617	7.05246517388496	8.93802902535806	5.92442468184981	6.02713198098164	5.88474014149743	6.87680158828323	7.01037269463919	7.63396279291346	6.57462001414898
"d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides eggerthii"	4.63071113997957	5.7761602555451	4.79401676891564	6.41285992862281	7.17186231451939	6.88073691221743	6.3725961095315	6.68726806907033	7.22301709112926	6.46681987306491	5.79504400515122	5.31233726933756	6.31636826958935	6.06039906051179	5.40629341685851	6.44278905875247	6.13235427871359
"d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides uniformis"	4.52716491200012	6.89290500890245	4.88099956477936	6.63186982187927	7.86474358025417	6.33925250847608	9.39263289810199	6.73746652224969	10.2705176386087	8.10917474594259	6.53605911843659	5.19980731627548	7.48007377289282	7.39521950214972	6.56558649649582	6.12573065859071	8.18913363247404
"d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides helcogenes"	4.48180040100776	5.66235099441731	4.69143635815036	5.94398975895925	6.33643995210636	5.59894486937474	6.29343609756862	5.87541952581713	7.2348449638422	5.88591722894059	5.59293497678134	5.01057693797749	6.11489360469314	5.44558013953551	4.76590238582812	5.51642441711132	6.07207040652288
"d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides heparinolyticus"	4.44999020920484	5.69991080324179	4.75709374136802	6.05880008323003	6.43930974635847	5.79243309042658	6.03740367921879	6.01828099557229	6.90328318951515	5.86216667130129	5.64280163286013	5.11106858837196	6.15008263699197	5.54100610792698	4.74472677681469	5.71716036803047	5.92537422333488
"d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides zoogleoformans"	4.43862035579022	5.56818692814652	4.78462632323036	6.22398365665831	6.50873662877285	5.80370608370986	5.89312877223037	6.07394792811711	6.73565313098604	5.80053692782931	5.40841119178219	5.06849782937428	5.92422455053887	5.54275140597337	4.66414664080592	5.8843429379612	5.76084999177281
"d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides cellulosilyticus"	4.30374941511682	5.35316758480123	4.41795089559526	5.79549775608391	6.28981462104126	5.89273914844772	5.77875563619373	5.9755783345322	6.66502861688519	5.80498604891816	5.24841447911583	4.854082085328	5.74847980724832	5.35659977416827	4.80467668847066	5.51244528189518	5.60655284539122
"d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides intestinalis"	4.28406367488496	5.23517573310972	4.42050596342907	6.36811194312143	6.69337988990992	6.13415891359091	5.7961303676137	6.29892759379776	6.65172534342302	6.18870584471952	5.14918304261073	4.665833987474	5.4235432883109	5.47900699011123	4.97366035754685	5.72818216355106	5.58309888187397
"d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides coprosuis"	2.64547510752906	3.71064358780357	2.97424729241612	4.50120246902659	4.62995694285309	4.25235853733766	3.72076381589115	4.27884288249341	4.21777379731145	3.99589421728052	3.51336490867175	3.25989977986651	3.68200653504325	3.60230048490493	3.0529953907657	3.88104115302644	3.68239210654274
"d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes shahii"	6.94061191056228	7.43016004473481	6.74138038562869	8.07655219825924	9.8586000442169	9.34357550580043	8.05714722363395	8.5167549701507	7.82670331277849	9.20458313204431	8.72823194952298	9.16810162963779	7.84784400891649	7.70605681414637	6.98134450454826	8.59736400126597	7.77887283112876
"d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes communis"	6.90362861065387	7.45848339738533	6.80778279631177	7.94910206061686	8.74975429028003	8.8231346027668	8.12381236811991	8.01027404675313	7.74117719086955	8.5676005727078	8.27380503516178	9.00608360450485	7.8165573542479	7.45007209680746	5.84502574056978	7.54066200932345	7.5473562359841
"d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes dispar"	6.85946113878259	7.30350910158085	6.6311261279201	7.76454770251692	9.11707837077163	9.16719419235597	7.91537497482928	7.93119896392721	7.42509988441035	8.89442355205117	8.565649574951	9.11444221313336	7.44195910416211	7.55226760976106	5.89831918582066	7.63420695561915	7.53630165971938
"d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes finegoldii"	6.77021036418315	7.26129072403644	6.50724336245443	7.633507366185	8.85999716080012	8.90733118255558	7.84609796861063	7.75179546954676	7.52119725540916	8.49828183441139	8.41652656763848	8.97829649004564	7.64690578206548	7.35915016490206	5.87901312170005	7.56128847481274	7.45147989435446
"d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes megaguti"	6.70934888322386	7.2213699042127	6.56265590837472	7.8378292771623	8.90800060704291	8.79249300945457	7.81295067380898	8.01174925888986	7.48407682941982	8.68225743716411	8.32561373130689	8.86470748670752	7.52893964578918	7.39092638388158	5.92557557254334	7.57273470040804	7.4305303294093
"d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes onderdonkii"	6.69508603771331	7.19756221362681	6.47841145454562	7.65663579687793	8.8577219787612	8.96732476792844	7.7979020440052	7.82477832913792	7.51564693838981	8.52625796129522	8.31155080605513	8.89270683273403	7.57321601803359	7.36471089358339	6.05705953331737	7.61812636479829	7.45253809682216
"d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes indistinctus"	4.9227799127413	5.74512372961568	5.08923881717618	8.05234026845124	6.54556582387979	6.35384226589164	5.75863914905367	6.96670826338998	6.12516021533634	6.00452897618741	6.02813327192855	6.18367683783768	6.2327532271671	5.49712315682373	4.77818831380412	5.74455856566031	5.93805166217161
"d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes sp. dk3624"	4.54890029585842	5.10457879355738	4.68241637752201	5.86184439222763	6.1389774632941	6.05685439295865	5.53280595227617	5.65146808803279	5.64059897937069	5.7808354141835	5.51443836029306	6.0682464325344	5.82356273459968	5.27258927754575	4.7321513014727	5.60504027876296	5.37219414589418
"d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella copri"	6.25594984320601	7.84396048800506	7.35740458034697	7.77634457382078	8.53069129573663	7.80137758344946	7.31428692865811	6.89337863876324	6.82028610137672	6.68022708964418	5.82390386216643	6.40737773072252	5.95766556915418	7.02572308582132	4.1749956323002	7.54787274582275	6.89425088902132
"d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella dentalis"	6.08358892011458	7.35246934533298	6.67699202070942	7.25046205952674	7.86332112433268	7.07118469170463	6.85090348313446	6.67974002431913	7.09736379502244	6.27085047504718	6.6185844280343	6.43989830438582	7.09879100136817	6.53981088842775	4.7166309084057	7.01102194939581	6.93044374164548
"d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella intermedia"	5.95908906841379	7.34231309384769	6.76607586021105	7.42136095883652	8.03241913317237	7.35993687433869	6.88893059132078	6.73936734829663	6.88717158349022	6.45812603967292	6.07398073422245	6.23134190993792	6.43544769218951	6.6658792468004	5.06600197158147	7.05417921060669	6.70392558095011
"d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella denticola"	5.79741074935716	7.22666091647492	6.64101934442801	7.19742409040488	7.82382649550017	7.09251571074767	6.70391661424709	6.58487859276055	6.74456239001916	6.13931430835543	5.98700753037102	6.09776268773595	6.40051960266824	6.44942944994159	4.38414779038358	6.9062455647206	6.63146139874163
"d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella ruminicola"	5.49114003809651	6.86331727960921	6.29215821198327	6.75621623422591	7.48988800175694	6.71215149447918	6.38285439131497	6.08333227988125	6.29078855181155	5.76026358084116	5.50672010147527	5.69609949985015	5.67638051203213	6.11816564542139	4.07452740934557	6.53472206272004	6.13406237000492
"d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella sp. WR041"	4.46531080112635	5.84107412949437	5.30855599920851	5.67480009703855	6.43811588807282	5.73260277156928	5.30286515180967	5.09334967955245	5.3861472308616	4.73769631301955	4.77552240348773	4.53084924442337	5.24659028608481	4.93226707789475	3.07971168461762	5.45417104731132	5.29211952117781
"d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella sp. oral taxon 299"	3.86948519650182	5.21246966931184	4.74644111746036	5.22706498581431	5.8510801747588	5.13460599856301	4.79467973676823	4.69783940509143	4.74805527830488	4.3484117915732	3.87552271276816	4.25964459192063	4.24957302834136	4.6226814180543	2.67300201822329	5.03986890951397	4.57016465606444
"d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella oris"	4.83357598265672	6.23664276404353	5.7394072135151	6.07212309582151	6.80594986968774	6.07058519351401	5.76285327793761	5.42071224438115	5.56847710219922	5.16084548976447	4.78933062554484	5.052700723646	5.10629039968199	5.49058230150322	3.12886449855877	5.92042750993552	5.42769058914017
"d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella fusca"	4.66507007392278	6.09191778418552	5.43430058526473	6.00738636958179	6.56691451722709	5.92443651669797	5.57399885383293	5.47476805574705	5.60055896998851	4.97558120500381	4.95503598908019	4.86151993511668	5.48072131203287	5.27600335393498	3.35833840198231	5.66697035170372	5.39205633527785
"d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella enoeca"	4.62550604344732	5.84383128179189	5.26123376609684	5.85807619700407	6.49571284509706	5.68680454523458	5.44601563252884	5.48301654712272	5.55355419863302	5.05535996944731	4.82303522651365	4.92086843477896	5.21347170846392	5.19341691480797	3.37880185569987	5.57940276470054	5.29739510686878
"d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella melaninogenica"	4.61180325742634	5.94347860087419	5.43777310919088	5.98310642489323	6.63101014612165	5.84326260699529	5.50187712528441	5.37314721957637	5.51840647835964	5.04950276150804	4.83935097777994	4.82182450290549	5.30321638455327	5.24899644444631	3.49583773774595	5.69204907865293	5.33784179140786
"d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella jejuni"	3.68009866735337	4.93722812920331	4.2819530460602	4.79964314210671	5.44470653534577	4.75617127781588	4.47805325313061	4.4447155269309	4.52934639382059	4.0503519027723	3.86590153519444	3.77419474557899	4.40921909694416	4.20612297652977	2.6214035193441	4.46683244761075	4.44464904006114
"d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella scopos"	3.05468154198917	4.44593319071904	3.93138893388233	4.31160165334738	5.11367292396735	4.36426878523578	4.06363328814042	3.72386587660038	4.00592803876751	3.43762209088063	3.28984324365395	3.35898442397954	3.5875124610858	3.7740889840748	1.82116028177742	4.21657029955833	3.89439400274024
"d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella|s__Paraprevotella xylaniphila"	5.80840653476748	6.85787188557998	6.14677782036539	8.36795459474693	8.01514939008781	7.0369652528489	6.7424110987877	8.90265324152797	7.65155788446353	8.42316903511096	7.03807294017338	6.45253985455752	7.93232575416808	7.70488816469377	6.7630303964196	7.56980187120273	6.74606424614783
"d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Alloprevotella|s__Alloprevotella sp. E39"	4.91361099397149	6.10263120866556	5.26016432751364	6.30009193420604	6.61567370110154	6.03515627299541	5.82355570177263	6.29634753168946	6.72988778023635	5.32122739078417	6.02273153594693	5.5889070771924	6.50457726943828	5.68269191634	4.41478143542275	5.73912039358256	6.05708861927797
"d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides distasonis"	7.97593517799013	8.72561286440059	7.44722572067491	10.6836341731637	9.38564962714239	8.9535643260104	9.82021210642567	10.0566506739309	10.2251978890972	9.36236243086429	8.87828728622941	7.92650098709062	9.45695518034483	8.56711056763066	8.03679219104419	9.24215934751167	9.15370377166071
"d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides goldsteinii"	5.52808570380017	7.27593436374892	5.57826711713885	7.7766516985441	7.85681331277959	7.13998342819635	7.6924956883871	8.04195217503067	8.55591111209767	7.78931394259588	7.27487351275427	7.07968197042856	7.70539778275283	7.40993644374784	5.94487806390574	7.76705886294332	7.16185379676504
"d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides sp. CT06"	2.53364730880258	3.43421383125811	2.15013878014329	4.84134766870565	3.67496624952175	3.37769546447979	4.15111161560262	4.42890169359922	4.8084322538165	3.74762043083816	3.54143842187973	3.44180933147037	3.76180850086652	3.0430278423565	2.50576431818462	3.51481657631487	3.60925658011828
"d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Tannerella|s__Tannerella sp. oral taxon HOT-286"	4.96047464396894	5.9103840838972	4.83672955143366	5.94562959030724	6.29852441607285	5.35093664294743	5.41529036212468	5.82013821290818	6.28058756214311	5.11172359407263	5.76093072339149	5.31925609462308	6.4248367455431	5.03317920756755	4.26051219814696	5.55742709060304	6.07627634487864
"d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Tannerella|s__Tannerella forsythia"	4.2254602784749	5.05092360262903	4.09147044824288	5.46518688799937	5.64466539975137	4.9989761727819	4.91417418070157	5.38260408211783	5.72343040181552	4.90200694666791	5.07387731533538	5.02463260733173	5.76762004138022	4.71303059057512	4.43331462367231	4.90593558048419	5.25777717253077
"d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Odoribacter|s__Odoribacter splanchnicus"	5.60983591761301	5.92749891687181	6.33595734674016	9.08182174608669	9.04941993642965	8.7733709849993	6.91302022954642	7.84918836832748	6.66682739566133	8.29560514795477	6.30353308897247	6.9556272229239	6.92186777633168	7.94520702153648	8.3664916692153	7.94223795305276	6.48352457250756
"d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Butyricimonas|s__Butyricimonas virosa"	4.72694682540419	5.591639486313	5.2346200844669	8.47582422379634	8.39619022964184	7.66828987592329	5.92356270092788	7.4182522943897	5.42765914593524	7.46873495465151	5.36433294287312	5.65102927743751	5.79492996612394	6.71594968742539	6.68058869290342	6.5301372831502	6.35053737086263
"d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Butyricimonas|s__Butyricimonas faecalis"	3.96704553441081	4.96558269136825	4.60253685091146	6.73408856626787	6.92765538424852	6.69538928076208	5.44321748159289	6.34412834002903	6.1217918711251	6.19151578007566	5.49053262747735	5.1210875649233	6.20330029518086	5.99290005475555	6.0337169966905	6.00045199154069	5.43778405473668
"d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Barnesiella|s__Barnesiella viscericola"	6.14237918154262	7.07609013179657	5.71281449318937	7.18613921008785	7.50273584765134	6.22230821361191	6.47426624764158	7.26124487006098	7.74270081607911	6.3147842923686	7.43488365921514	6.54564577034353	8.0214648816628	6.20531906678514	5.66805500630994	6.66267069443988	7.39062171722933
"d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Coprobacter|s__Coprobacter sp. 2CBH44"	4.4422684671775	5.60174428219747	4.91310600194691	6.29280957830072	6.61292536904406	5.71863250236261	5.4519437445356	6.00392322299349	5.87294773158687	5.49218420348239	5.11872082719507	4.97330183784903	5.5464717496863	5.35212779672454	4.56310536827557	5.71138632637589	5.37324636969168
"d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas asaccharolytica"	4.6438403478645	5.53538174580704	4.44831704577677	5.64179950357531	6.38334333226956	4.97067883281427	4.96529298004146	5.38412359377257	6.20266505237954	4.94646010914924	4.99530604108113	4.54580274923874	6.23642154516181	5.27337785872709	4.71993709405667	5.24882517629422	5.59487352463609
"d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas gingivalis"	4.25531876879519	5.0826766769111	3.8312493205472	5.20029888430572	5.29922261555846	4.69175462502272	4.7996107005262	5.27270910205753	5.77984694991315	4.65224571549989	5.28785773249606	4.61881787697278	5.981359448366	4.56631151320111	4.18801434380556	4.92362289338915	5.31091219777344
