# Gene Family	Control_327_Abundance-CPM	Control_328_Abundance-CPM	Control_330_Abundance-CPM	DSS_334_Abundance-CPM	DSS_339_Abundance-CPM	DSS_treatedp_Abundance-CPM	D_Control_Abundance-CPM	D_DSS_Abundance-CPM	D_RCE_Abundance-CPM	D_RCE_plus_DSS_Abundance-CPM	RCE_318_Abundance-CPM	RCE_319_Abundance-CPM	RCE_322_Abundance-CPM	RCE_plus_DSS_301_Abundance-CPM	RCE_plus_DSS_305_Abundance-CPM	RCE_plus_DSS_313_Abundance-CPM	Start_Abundance-CPM
UNGROUPED|g__Pasteurella.s__Pasteurella_pneumotropica	0	0	0	0	38.5499	0	0	0	0	0	0	0	0	0	0	0	0
UNGROUPED|g__Plasmodium.s__Plasmodium_berghei	23778	69081.2	47195.9	0	72469.1	111558	0	0	0	47613.3	0	0	0	0	0	0	0
UNGROUPED|g__Ruminococcus.s__Ruminococcus_flavefaciens	0	0	0	62.4869	221.71	88.1151	0	320.874	5.79216	32.365	0	0	0	84.8443	128.808	177.737	0
UNGROUPED|g__Streptococcus.s__Streptococcus_thoraltensis	0	0	0	0	0	0	0	30.2135	0	0	0	0	0	0	0	0	0
UNGROUPED|unclassified	77899.2	49879.3	48778.8	85043.8	60956.7	52221.7	59034.6	80991.3	72259.3	75906.4	58776.5	72182.8	71969.4	87535.4	86831	83584	62700.1
K00001: alcohol dehydrogenase [EC:1.1.1.1]	0.662619	0.493241	0.440187	0	0.20274	0	0.306574	0.388127	0.226662	0.280726	0.0445224	0.195083	0.158262	0.351283	0.211168	0	0.109469
K00001: alcohol dehydrogenase [EC:1.1.1.1]|g__Lactobacillus.s__Lactobacillus_reuteri	0.662619	0.493241	0.440187	0	0.20274	0	0.306574	0.388127	0.226662	0.280726	0.0445224	0.195083	0.158262	0.351283	0.211168	0	0.109469
K00003: homoserine dehydrogenase [EC:1.1.1.3]	2.02056	0.667635	1.13203	1.90867	0.731309	0.273968	0.315704	0.985267	0.787686	1.24582	0.94712	0.375085	0.261953	1.52363	4.30448	1.38168	0.501494
K00003: homoserine dehydrogenase [EC:1.1.1.3]|g__Enterorhabdus.s__Enterorhabdus_caecimuris	0.0983764	0.0271931	0.0251291	0	0.130568	0	0.0348631	0.0689413	0.03016	0.0526231	0.0355614	0	0	0.0313024	0	0.10689	0.0583241
K00003: homoserine dehydrogenase [EC:1.1.1.3]|g__Helicobacter.s__Helicobacter_hepaticus	0	0	0	0.549566	0.128458	0	0	0.238403	0.0298861	0.207776	0.0527972	0.085728	0.0629891	1.0201	3.45819	0	0.259828
K00003: homoserine dehydrogenase [EC:1.1.1.3]|g__Lactobacillus.s__Lactobacillus_reuteri	0.767966	0.409409	0.543011	0	0	0	0.280841	0.0694103	0	0	0	0	0	0	0	0	0
K00003: homoserine dehydrogenase [EC:1.1.1.3]|unclassified	1.15422	0.231033	0.563923	1.3591	0.472283	0.273968	0	0.608513	0.72764	0.985422	0.858721	0.289357	0.198963	0.472233	0.846292	1.27479	0.183342
K00005: glycerol dehydrogenase [EC:1.1.1.6]	0.800591	0.711836	0.732448	0.20263	3.74375	0	0.243844	1.03287	0.158229	0.432148	0.0415354	0.263288	0.25167	0.366401	0.131501	0.0831902	0.0680503
K00005: glycerol dehydrogenase [EC:1.1.1.6]|g__Escherichia.s__Escherichia_coli	0	0	0	0.20263	3.42003	0	0	0.652402	0	0.156198	0	0	0	0	0	0	0
K00005: glycerol dehydrogenase [EC:1.1.1.6]|g__Lactobacillus.s__Lactobacillus_reuteri	0.800591	0.711836	0.732448	0	0.323718	0	0.243844	0.380467	0.158229	0.27595	0.0415354	0.263288	0.147501	0.366401	0.131501	0.0831902	0.0680503
K00005: glycerol dehydrogenase [EC:1.1.1.6]|unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0.104121	0	0	0	0
K00008: L-iditol 2-dehydrogenase [EC:1.1.1.14]	1.31732	0.68242	1.52134	0.267745	0.318719	0.174257	0.831615	0.240122	0.478007	0.444028	0.981995	0.672041	0.607604	0.728473	0.628688	0.94413	0.798474
K00008: L-iditol 2-dehydrogenase [EC:1.1.1.14]|unclassified	1.31732	0.68242	1.52134	0.267745	0.318719	0.174257	0.831615	0.240122	0.478007	0.444028	0.981995	0.672041	0.607604	0.728473	0.628688	0.94413	0.798474
K00009: mannitol-1-phosphate 5-dehydrogenase [EC:1.1.1.17]	1.20079	0.5584	0.469533	0.328644	3.33072	0	0	0.583265	0	0.179151	0	0	0	0	0	0	0
K00009: mannitol-1-phosphate 5-dehydrogenase [EC:1.1.1.17]|g__Escherichia.s__Escherichia_coli	0	0	0	0.328644	3.33072	0	0	0.583265	0	0.179151	0	0	0	0	0	0	0
K00009: mannitol-1-phosphate 5-dehydrogenase [EC:1.1.1.17]|g__Lactobacillus.s__Lactobacillus_sp_ASF360	1.20079	0.5584	0.180776	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00009: mannitol-1-phosphate 5-dehydrogenase [EC:1.1.1.17]|unclassified	0	0	0.288757	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00010: myo-inositol 2-dehydrogenase / D-chiro-inositol 1-dehydrogenase [EC:1.1.1.18 1.1.1.369]	0.117979	0	0	0.340035	0.451102	0	0	0.543401	0	0.72368	0	0	0	0	0.561467	0.37385	0
K00010: myo-inositol 2-dehydrogenase / D-chiro-inositol 1-dehydrogenase [EC:1.1.1.18 1.1.1.369]|unclassified	0.117979	0	0	0.340035	0.451102	0	0	0.543401	0	0.72368	0	0	0	0	0.561467	0.37385	0
K00011: aldehyde reductase [EC:1.1.1.21]	0.183759	0.223625	0.154792	0	0.287132	0.132907	0	0	0	0	0	0	0	0	0	0	0
K00011: aldehyde reductase [EC:1.1.1.21]|unclassified	0.183759	0.223625	0.154792	0	0.287132	0.132907	0	0	0	0	0	0	0	0	0	0	0
K00012: UDPglucose 6-dehydrogenase [EC:1.1.1.22]	6.51688	5.40957	3.10031	14.5372	18.408	9.67014	7.95222	21.8803	11.4964	17.2711	7.3089	4.33637	9.14222	9.02308	10.3823	9.13758	10.593
K00012: UDPglucose 6-dehydrogenase [EC:1.1.1.22]|g__Bacteroides.s__Bacteroides_ovatus	0	0	0	0	0	0	0	0	0.106707	0.309829	0	0	0	0	0	0	0
K00012: UDPglucose 6-dehydrogenase [EC:1.1.1.22]|g__Bacteroides.s__Bacteroides_vulgatus	0.381487	0.0795421	0	4.08902	2.23888	1.88913	0.935927	4.1729	2.51427	2.66202	0.870064	0	0.217234	1.50976	0.783505	2.26494	1.12245
K00012: UDPglucose 6-dehydrogenase [EC:1.1.1.22]|g__Bacteroides.s__Bacteroides_xylanisolvens	0	0.180382	0	2.41382	10.175	0.938835	0.661608	7.86939	1.29346	7.7287	0	0.643216	0	0.898507	2.3688	0.574607	0.439829
K00012: UDPglucose 6-dehydrogenase [EC:1.1.1.22]|g__Helicobacter.s__Helicobacter_hepaticus	0	0	0	0.781276	0.20337	0	0	0.377184	0.0718568	0.100202	0.0339064	0.099235	0.0803028	0.968494	3.76501	0	0.374921
K00012: UDPglucose 6-dehydrogenase [EC:1.1.1.22]|g__Lactobacillus.s__Lactobacillus_johnsonii	0.0253191	0	0.0130204	0	0	0	0.0358908	0	0	0	0	0	0	0	0	0	0
K00012: UDPglucose 6-dehydrogenase [EC:1.1.1.22]|g__Lactobacillus.s__Lactobacillus_sp_ASF360	1.60723	0.674488	0.364087	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00012: UDPglucose 6-dehydrogenase [EC:1.1.1.22]|unclassified	4.50287	4.47516	2.7232	7.25312	5.79078	6.84221	6.31875	9.46091	7.51011	6.47034	6.40497	3.59392	8.84469	5.64639	3.46497	6.29807	8.65585
K00013: histidinol dehydrogenase [EC:1.1.1.23]	2.11955	1.82718	1.57006	10.4674	15.4935	4.22943	3.48516	13.551	4.99653	12.3325	2.01182	1.88042	1.32177	5.51029	8.36791	5.69936	3.2596
K00013: histidinol dehydrogenase [EC:1.1.1.23]|g__Bacteroides.s__Bacteroides_ovatus	0	0	0	0	0	0	0	0	0.593683	3.43763	0	0	0	0	0	0	0
K00013: histidinol dehydrogenase [EC:1.1.1.23]|g__Bacteroides.s__Bacteroides_vulgatus	0.184428	0.190969	0	4.42095	2.34383	2.14158	0.770664	4.75363	2.34912	2.52669	0.605997	0	0.229956	1.35175	1.30085	1.71031	1.03088
K00013: histidinol dehydrogenase [EC:1.1.1.23]|g__Bacteroides.s__Bacteroides_xylanisolvens	0	0.12615	0	1.23818	8.85066	0.235061	0.405827	6.12612	0.39879	2.72939	0	0.495309	0	0.783873	1.99779	0.441632	0.198858
K00013: histidinol dehydrogenase [EC:1.1.1.23]|g__Escherichia.s__Escherichia_coli	0	0	0	0.118456	1.57426	0	0	0.186188	0	0.0258191	0	0	0	0.0154383	0	0	0
K00013: histidinol dehydrogenase [EC:1.1.1.23]|g__Helicobacter.s__Helicobacter_hepaticus	0	0	0	0.629632	0.143307	0	0	0.505101	0.103044	0.077099	0.189957	0.0678106	0.145253	0.990356	2.84847	0	0.413132
K00013: histidinol dehydrogenase [EC:1.1.1.23]|unclassified	1.9351	1.51007	1.57006	4.06016	2.58141	1.85279	2.30863	1.97995	1.55192	3.53587	1.21587	1.31731	0.946511	2.36887	2.2208	3.54745	1.61676
K00014: shikimate dehydrogenase [EC:1.1.1.25]	0.903261	1.15341	0.459874	12.1991	23.4536	5.4381	2.90241	21.3883	5.90054	18.2531	2.32824	1.3329	0.966168	6.19064	10.5396	5.43256	3.33105
K00014: shikimate dehydrogenase [EC:1.1.1.25]|g__Bacteroides.s__Bacteroides_vulgatus	0.563127	0.208779	0	6.93997	4.25081	2.59026	1.47034	7.4534	3.35012	4.56454	1.67102	0	0.161849	2.88231	1.51172	2.41883	1.75687
K00014: shikimate dehydrogenase [EC:1.1.1.25]|g__Bacteroides.s__Bacteroides_xylanisolvens	0	0.563987	0	2.14224	14.9053	0.788378	0.494921	12.011	1.48691	9.80975	0	0.950372	0	0.831075	4.23155	1.00439	0.524718
K00014: shikimate dehydrogenase [EC:1.1.1.25]|g__Escherichia.s__Escherichia_coli	0	0	0	0.163583	2.66654	0	0	0.264236	0	0.178345	0	0	0	0	0	0	0
K00014: shikimate dehydrogenase [EC:1.1.1.25]|g__Helicobacter.s__Helicobacter_hepaticus	0	0	0	0.917257	0.11272	0	0	0.594717	0.15638	0.0908293	0.12283	0.149837	0.18165	0.864365	4.05077	0	0.428151
K00014: shikimate dehydrogenase [EC:1.1.1.25]|unclassified	0.340135	0.380673	0.459874	2.03605	1.5182	2.05946	0.937113	1.06499	0.907127	3.60962	0.53439	0.23269	0.622669	1.61289	0.745482	2.00935	0.621351
K00016: L-lactate dehydrogenase [EC:1.1.1.27]	9.38413	7.21762	4.6502	0.131271	1.91479	0.597565	3.37026	5.64701	3.16755	1.99947	1.41551	2.79512	2.29731	3.37065	1.25537	0.676482	1.45956
K00016: L-lactate dehydrogenase [EC:1.1.1.27]|g__Bifidobacterium.s__Bifidobacterium_pseudolongum	0.598428	0.528645	0.070031	0.131271	0.317349	0.504765	0.194435	1.43897	0.647498	0.200941	0.717848	0.290262	0.877256	0.174506	0.157247	0.370656	0.243916
K00016: L-lactate dehydrogenase [EC:1.1.1.27]|g__Lactobacillus.s__Lactobacillus_johnsonii	2.73876	1.88438	1.2348	0	0.341789	0	0.711491	0.530582	1.15635	0.438685	0.449987	1.14526	0.735064	1.3712	0.322805	0.0750208	0.804363
K00016: L-lactate dehydrogenase [EC:1.1.1.27]|g__Lactobacillus.s__Lactobacillus_reuteri	4.49018	3.80926	2.89489	0	1.17489	0	2.46433	3.53504	1.3637	1.35984	0.247679	0.75584	0.684989	1.82494	0.77532	0.230805	0.411279
K00016: L-lactate dehydrogenase [EC:1.1.1.27]|g__Lactobacillus.s__Lactobacillus_sp_ASF360	1.55676	0.788044	0.450472	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00016: L-lactate dehydrogenase [EC:1.1.1.27]|unclassified	0	0.207235	0	0	0.0807628	0.0928404	0	0.142416	0	0	0	0.603719	0	0	0	0	0
K00018: glycerate dehydrogenase [EC:1.1.1.29]	0.508724	0.642078	0.295566	9.35844	18.4658	6.27101	2.96091	16.4187	5.36574	13.5292	1.14765	1.52704	0.514196	3.81165	6.62239	4.96662	2.31705
K00018: glycerate dehydrogenase [EC:1.1.1.29]|g__Bacteroides.s__Bacteroides_ovatus	0	0	0	0	0	0	0	0	0.0208826	0	0	0	0	0	0	0	0
K00018: glycerate dehydrogenase [EC:1.1.1.29]|g__Bacteroides.s__Bacteroides_vulgatus	0.293094	0.135688	0	5.00398	2.6294	2.84763	1.0734	4.75937	2.87646	2.93475	0.57423	0	0	1.51252	1.10746	1.79128	1.18845
K00018: glycerate dehydrogenase [EC:1.1.1.29]|g__Bacteroides.s__Bacteroides_xylanisolvens	0	0.181555	0	2.50462	14.2484	0.542307	0.840983	10.6748	1.91768	8.58807	0	0.971873	0	0.922605	4.60009	0.829395	0.524586
K00018: glycerate dehydrogenase [EC:1.1.1.29]|unclassified	0.215603	0.324836	0.295566	1.84985	1.588	2.88103	1.04652	0.984446	0.550754	2.00633	0.573423	0.555125	0.514196	1.37653	0.914835	2.34591	0.604016
K00024: malate dehydrogenase [EC:1.1.1.37]	5.99561	8.94662	3.25279	28.1358	41.6143	24.0657	20.2579	40.6106	30.713	43.2906	22.1318	23.8614	14.5164	18.9759	17.5861	22.596	19.064
K00024: malate dehydrogenase [EC:1.1.1.37]|g__Alistipes.s__Alistipes_putredinis	0	0	0	0	0	0	0	0.287177	0	0	0	0	0	0	0	0	0
K00024: malate dehydrogenase [EC:1.1.1.37]|g__Bacteroides.s__Bacteroides_ovatus	0	0	0	0	0	0	0	0	1.65161	12.2074	0	0	0	0	0	0	0
K00024: malate dehydrogenase [EC:1.1.1.37]|g__Bacteroides.s__Bacteroides_uniformis	0	0.343479	0	1.00395	0.679208	0.156707	3.70497	0.459374	6.78945	1.64018	0.618914	0	0.776531	0.965867	0.774638	0.267082	1.88056
K00024: malate dehydrogenase [EC:1.1.1.37]|g__Bacteroides.s__Bacteroides_vulgatus	0.825966	0.339713	0	12.4005	6.23074	4.09028	2.79972	13.4081	7.49214	7.81553	3.27036	0	0.710911	3.95376	3.4723	4.8163	3.10242
K00024: malate dehydrogenase [EC:1.1.1.37]|g__Bacteroides.s__Bacteroides_xylanisolvens	0	1.3624	0	5.89774	23.3251	10.5226	3.97601	16.5355	1.31828	10.2227	0	3.02037	0	5.09732	6.85333	9.19286	3.18129
K00024: malate dehydrogenase [EC:1.1.1.37]|g__Escherichia.s__Escherichia_coli	0	0	0	0.242663	2.71068	0	0	0.692931	0	0.113425	0	0	0	0	0	0	0
K00024: malate dehydrogenase [EC:1.1.1.37]|g__Helicobacter.s__Helicobacter_hepaticus	0	0	0	0.716379	0.162414	0	0	0.391566	0.0855845	0.112201	0.127472	0.147907	0.179784	1.28666	3.14672	0	0.0621616
K00024: malate dehydrogenase [EC:1.1.1.37]|g__Parabacteroides.s__Parabacteroides_merdae	0	0.26298	0	0.575524	0.655842	0.498267	1.43445	2.29046	1.99922	2.46872	1.29615	0.863975	1.37447	1.62964	0.490197	1.6797	0.989259
K00024: malate dehydrogenase [EC:1.1.1.37]|unclassified	5.16964	6.63808	3.25279	7.29912	7.85032	8.79782	8.34275	6.54548	11.3768	8.71036	16.8188	19.8292	11.4747	6.04261	2.84894	6.64009	9.8483
K00027: malate dehydrogenase (oxaloacetate-decarboxylating) [EC:1.1.1.38]	3.82494	1.49198	1.97192	0.862437	3.64488	0.303977	1.3512	2.14023	0.526208	0.963334	0.421126	1.00566	0.756348	1.60916	3.27562	1.48663	0.501197
K00027: malate dehydrogenase (oxaloacetate-decarboxylating) [EC:1.1.1.38]|g__Escherichia.s__Escherichia_coli	0	0	0	0.664846	3.15664	0	0	1.06886	0	0.0187151	0	0	0	0	0	0	0
K00027: malate dehydrogenase (oxaloacetate-decarboxylating) [EC:1.1.1.38]|g__Lactobacillus.s__Lactobacillus_reuteri	1.38778	1.12831	1.07659	0	0.419515	0	0.632674	0.812718	0.234399	0.340125	0.0272866	0.106481	0.112634	0.311746	0.408867	0.109397	0.0883628
K00027: malate dehydrogenase (oxaloacetate-decarboxylating) [EC:1.1.1.38]|unclassified	2.43716	0.363665	0.895331	0.197537	0.068765	0.303977	0.718567	0.258647	0.291843	0.604524	0.39384	0.899179	0.643761	1.29742	2.86675	1.37723	0.412867
K00029: malate dehydrogenase (oxaloacetate-decarboxylating)(NADP+) [EC:1.1.1.40]	1.69825	1.7895	0.713957	3.25035	0.966154	0.535436	1.72272	1.8085	2.68088	2.37025	1.57588	1.14758	0.821441	1.33905	0.93781	2.97216	1.79667
K00029: malate dehydrogenase (oxaloacetate-decarboxylating)(NADP+) [EC:1.1.1.40]|g__Desulfovibrio.s__Desulfovibrio_desulfuricans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0347826	0	0
K00029: malate dehydrogenase (oxaloacetate-decarboxylating)(NADP+) [EC:1.1.1.40]|unclassified	1.69825	1.7895	0.713957	3.25035	0.966154	0.535436	1.72272	1.8085	2.68088	2.37025	1.57588	1.14758	0.821441	1.33905	0.90307	2.97216	1.79667
K00030: isocitrate dehydrogenase (NAD+) [EC:1.1.1.41]	0.21432	0.189518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00030: isocitrate dehydrogenase (NAD+) [EC:1.1.1.41]|unclassified	0.21432	0.189518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00031: isocitrate dehydrogenase [EC:1.1.1.42]	10.4855	9.94122	7.39306	11.5575	5.14334	6.75922	11.2006	11.605	6.15004	10.7733	8.78266	7.03273	4.29799	9.69544	14.5292	8.07244	7.6426
K00031: isocitrate dehydrogenase [EC:1.1.1.42]|g__Bacteroides.s__Bacteroides_vulgatus	0.22394	0.278752	0	3.24246	1.86166	1.52204	0.651568	4.31227	1.97296	2.08651	0.526357	0	0.234356	1.27034	1.54084	1.69135	0.754276
K00031: isocitrate dehydrogenase [EC:1.1.1.42]|g__Bifidobacterium.s__Bifidobacterium_pseudolongum	0.494559	0.259554	0.159379	0.204437	0.138752	0.541314	0.110676	1.2558	0.607205	0.362183	0.376806	0.220483	0.758835	0.149591	0.0997017	0.490689	0.246992
K00031: isocitrate dehydrogenase [EC:1.1.1.42]|g__Enterorhabdus.s__Enterorhabdus_caecimuris	0	0.0293229	0	0.0520266	0.0703203	0	0	0.141908	0.06501	0.0566825	0	0	0	0.0337157	0	0	0
K00031: isocitrate dehydrogenase [EC:1.1.1.42]|g__Escherichia.s__Escherichia_coli	0	0	0	0.0241513	0.859804	0	0	0.107633	0	0.0134617	0	0	0	0	0	0	0
K00031: isocitrate dehydrogenase [EC:1.1.1.42]|unclassified	9.76698	9.37359	7.23368	8.03445	2.21281	4.69587	10.4383	5.78744	3.50486	8.25448	7.87954	6.81225	3.30485	8.2418	12.8887	5.89041	6.64133
K00033: 6-phosphogluconate dehydrogenase [EC:1.1.1.44 1.1.1.343]	2.87202	2.76657	1.22383	3.73956	2.44495	1.57878	1.84758	3.95252	3.30952	2.88021	1.50609	0.673026	0.626782	2.71834	1.46015	1.53803	1.25918
K00033: 6-phosphogluconate dehydrogenase [EC:1.1.1.44 1.1.1.343]|g__Bacteroides.s__Bacteroides_vulgatus	0.151608	0.119853	0	2.59564	1.30876	1.05374	0.48413	2.29191	1.33673	1.56165	0.873333	0	0.148601	1.05395	0.657162	0.919905	0.664028
K00033: 6-phosphogluconate dehydrogenase [EC:1.1.1.44 1.1.1.343]|g__Lactobacillus.s__Lactobacillus_johnsonii	1.91906	1.56924	0.540618	0	0.194223	0	0.78264	0.362255	0.872688	0.240848	0.22794	0.443643	0.366695	0.846514	0.343649	0.0482883	0.200115
K00033: 6-phosphogluconate dehydrogenase [EC:1.1.1.44 1.1.1.343]|g__Lactobacillus.s__Lactobacillus_reuteri	0.801344	1.07745	0.420243	0	0.187151	0	0.184276	0.364209	0.291432	0.139095	0.0627269	0.229343	0.111486	0.261954	0	0.0472368	0
K00033: 6-phosphogluconate dehydrogenase [EC:1.1.1.44 1.1.1.343]|unclassified	0	0	0.263001	1.14393	0.754823	0.525047	0.396538	0.934147	0.808671	0.938649	0.342092	0	0	0.555884	0.459336	0.522598	0.395002
K00036: glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363]	2.95266	2.71456	1.22702	7.18411	17.374	4.58374	2.72588	15.2003	5.85525	13.2276	2.08214	1.93603	1.89819	3.61096	4.46616	4.32981	2.89099
K00036: glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363]|g__Bacteroides.s__Bacteroides_ovatus	0	0	0	0	0	0	0	0	0.0712406	0.891906	0	0	0	0	0	0	0
K00036: glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363]|g__Bacteroides.s__Bacteroides_vulgatus	0.244826	0.249769	0	3.80572	2.51076	2.0191	0.650105	4.12573	2.25964	2.97746	0.884756	0	0.245117	1.3152	1.04587	1.72168	0.981783
K00036: glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363]|g__Bacteroides.s__Bacteroides_xylanisolvens	0	0.218131	0	1.97055	11.5852	0.521115	0.757224	8.35624	1.34467	6.83584	0	0.628921	0	0.780253	2.5408	0.641863	0.380645
K00036: glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363]|g__Bifidobacterium.s__Bifidobacterium_pseudolongum	0.670008	0.404902	0.181801	0.173933	0.261877	0.381627	0.125973	1.53688	1.04286	0.338065	0.5731	0.334997	0.982286	0.0754878	0.0906651	0.315411	0.303166
K00036: glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363]|g__Escherichia.s__Escherichia_coli	0	0	0	0.122619	1.61792	0	0	0.233595	0	0.0225059	0	0	0	0	0	0	0
