feature,metadata,value,coef,stderr,N,N.not.0,pval,qval
ARABISOM-RXN|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,DSS_only,TRUE,-0.798378838242966,0.0494439438060359,12,6,8.4976281914152e-07,0.0012758246081942
ARGININE--TRNA-LIGASE-RXN|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,DSS_only,TRUE,-0.668986961138083,0.0393314406405632,12,6,5.95278188948045e-07,0.0012758246081942
ARGSUCCINLYA-RXN|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_A4,DSS_only,TRUE,-0.338661013840957,0.0192517510766249,12,3,4.72585413742924e-07,0.0012758246081942
DEOXYRIBOSE-P-ALD-RXN|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,DSS_only,TRUE,-0.792051382504015,0.0463896080621961,12,6,5.79933855943278e-07,0.0012758246081942
DIHYDROOROT-RXN|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,DSS_only,TRUE,-0.79230253753793,0.0491822221647584,12,6,8.63422879468731e-07,0.0012758246081942
DTDPGLUCDEHYDRAT-RXN|g__Bacteroides.s__Bacteroides_vulgatus,DSS_only,TRUE,0.655409268913881,0.0411661943000975,12,6,9.35740565432564e-07,0.0012758246081942
FORMYLTHFDEFORMYL-RXN|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,DSS_only,TRUE,-0.825322071312672,0.0483926138756514,12,6,5.84419944610784e-07,0.0012758246081942
GLYCEROL-KIN-RXN|g__Anaerotruncus.s__Anaerotruncus_sp_G3_2012,DSS_only,TRUE,-0.33825431850685,0.0200083692850179,12,3,6.20656758830255e-07,0.0012758246081942
GLYCEROL-KIN-RXN|g__Bacteroides.s__Bacteroides_vulgatus_CAG_6,DSS_only,TRUE,0.591463221180477,0.0342257638330237,12,6,5.33876880648696e-07,0.0012758246081942
GLYCEROL-KIN-RXN|g__Lactobacillus.s__Lactobacillus_reuteri,DSS_only,TRUE,-0.360412512337422,0.0224615588464466,12,3,8.8715860607428e-07,0.0012758246081942
H2NEOPTERINALDOL-RXN|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,DSS_only,TRUE,-0.928446681679036,0.0584380346771753,12,6,9.49240513497193e-07,0.0012758246081942
N-ACETYLGLUTPREDUCT-RXN|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,DSS_only,TRUE,-0.791232418850451,0.0489160289770533,12,6,8.39695763656499e-07,0.0012758246081942
NICONUCADENYLYLTRAN-RXN|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,DSS_only,TRUE,-0.885981898232468,0.0528412445206676,12,6,6.56709513643672e-07,0.0012758246081942
PDXJ-RXN|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,DSS_only,TRUE,-0.820663567378865,0.0501335034274373,12,6,7.73862321015773e-07,0.0012758246081942
PHOSNACMURPENTATRANS-RXN|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,DSS_only,TRUE,-0.894262296855458,0.0495888352876877,12,6,3.98499436483353e-07,0.0012758246081942
PRPPSYN-RXN|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,DSS_only,TRUE,-0.683747608945101,0.0381970297616803,12,6,4.19282240627812e-07,0.0012758246081942
RXN-10857|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,DSS_only,TRUE,-0.928446681679036,0.0584380346771753,12,6,9.49240513497193e-07,0.0012758246081942
RXN-11347|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,DSS_only,TRUE,-0.894262296855458,0.0495888352876877,12,6,3.98499436483353e-07,0.0012758246081942
RXN-11586|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,DSS_only,TRUE,-0.867631495523393,0.0533276719153518,12,6,8.06903114943958e-07,0.0012758246081942
RXN-13163|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,DSS_only,TRUE,-0.871740992089214,0.0549293326061499,12,6,9.56408411593287e-07,0.0012758246081942
RXN-14025|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,DSS_only,TRUE,-0.827479963391904,0.0517204415861022,12,6,9.04992971857965e-07,0.0012758246081942
RXN-14026|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,DSS_only,TRUE,-0.827479963391904,0.0517204415861022,12,6,9.04992971857965e-07,0.0012758246081942
RXN-14227|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,DSS_only,TRUE,-0.827479963391904,0.0517204415861022,12,6,9.04992971857965e-07,0.0012758246081942
RXN-15006|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,DSS_only,TRUE,-0.791232418850451,0.0489160289770533,12,6,8.39695763656499e-07,0.0012758246081942
RXN-16820|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,DSS_only,TRUE,-0.881622517264427,0.0536831815785257,12,6,7.56893445926687e-07,0.0012758246081942
RXN-17127|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,DSS_only,TRUE,-0.736643322669037,0.0441821484026151,12,6,6.82482822740359e-07,0.0012758246081942
RXN-1841|g__Bacteroides.s__Bacteroides_vulgatus,DSS_only,TRUE,0.64895102872675,0.0351874332782329,12,6,3.41566094342301e-07,0.0012758246081942
RXN-18693|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,DSS_only,TRUE,-0.881622517264427,0.0536831815785257,12,6,7.56893445926687e-07,0.0012758246081942
RXN-1961|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,DSS_only,TRUE,-0.832495180528282,0.0509745412584712,12,6,7.86256683440998e-07,0.0012758246081942
RXN-22|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_A4,DSS_only,TRUE,-0.338661013840957,0.0192517510766249,12,3,4.72585413742924e-07,0.0012758246081942
RXN-5841|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,DSS_only,TRUE,-0.827479963391904,0.0517204415861022,12,6,9.04992971857965e-07,0.0012758246081942
RXN-7607|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,DSS_only,TRUE,-0.827479963391904,0.0517204415861022,12,6,9.04992971857965e-07,0.0012758246081942
RXN-7609|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,DSS_only,TRUE,-0.827479963391904,0.0517204415861022,12,6,9.04992971857965e-07,0.0012758246081942
RXN-8975|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,DSS_only,TRUE,-0.894262296855458,0.0495888352876877,12,6,3.98499436483353e-07,0.0012758246081942
RXN0-1141|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,DSS_only,TRUE,-0.736643322669037,0.0441821484026151,12,6,6.82482822740359e-07,0.0012758246081942
RXN0-2023|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,DSS_only,TRUE,-0.881622517264427,0.0536831815785257,12,6,7.56893445926687e-07,0.0012758246081942
RXN0-5098|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,DSS_only,TRUE,-0.736643322669037,0.0441821484026151,12,6,6.82482822740359e-07,0.0012758246081942
RXN0-6575|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,DSS_only,TRUE,-0.894584102911754,0.0508266896515738,12,6,4.7083840207992e-07,0.0012758246081942
THREONINE--TRNA-LIGASE-RXN|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_A4,RCEwDSS_only,TRUE,-0.33169602461721,0.0205970373852151,12,3,8.65428467558084e-07,0.0012758246081942
THYMIDYLATESYN-RXN|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,RCEwDSS_only,TRUE,-0.811390584551589,0.0485221447885,12,6,6.68851932371692e-07,0.0012758246081942
TRNA-PSEUDOURIDINE-SYNTHASE-I-RXN|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,DSS_only,TRUE,-0.912404400715103,0.0516384855167179,12,6,4.5847013557044e-07,0.0012758246081942
UDP-NACMURALGLDAPLIG-RXN|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,DSS_only,TRUE,-0.798033688299737,0.0490987731686821,12,6,8.12412728993821e-07,0.0012758246081942
UDPNACETYLGLUCOSAMENOLPYRTRANS-RXN|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,DSS_only,TRUE,-0.760162964407323,0.0448195451820186,12,6,6.07025697327414e-07,0.0012758246081942
XMPXAN-RXN|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,DSS_only,TRUE,-0.827479963391904,0.0517204415861022,12,6,9.04992971857965e-07,0.0012758246081942
1.1.1.271-RXN|g__Bacteroides.s__Bacteroides_vulgatus,DSS_only,TRUE,0.552461099588635,0.040814368754154,12,6,2.82277950846909e-06,0.001353369703629
1.8.1.4-RXN|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,DSS_only,TRUE,-0.783976828333573,0.0556030045549678,12,6,2.14075265425401e-06,0.001353369703629
2.4.1.54-RXN|g__Bacteroides.s__Bacteroides_vulgatus_CAG_6,DSS_only,TRUE,0.594253751967723,0.0440264246481453,12,6,2.87743185450827e-06,0.001353369703629
3-CH3-2-OXOBUTANOATE-OH-CH3-XFER-RXN|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,DSS_only,TRUE,-0.906899724574685,0.063488196138896,12,6,1.95939194487275e-06,0.001353369703629
3-DEHYDROQUINATE-DEHYDRATASE-RXN|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,DSS_only,TRUE,-0.893897854189205,0.0614292426507595,12,6,1.72754135932741e-06,0.001353369703629
3-HYDROXYDECANOYL-ACP-DEHYDR-RXN|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,DSS_only,TRUE,-0.824989198787638,0.0615529574081674,12,6,3.01793327595109e-06,0.001353369703629
3.2.1.55-RXN|g__Bacteroides.s__Bacteroides_vulgatus,DSS_only,TRUE,0.742501348477234,0.0487943757325763,12,6,1.2741792724873e-06,0.001353369703629
3.4.21.89-RXN|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,DSS_only,TRUE,-0.842102697270887,0.057771198313473,12,6,1.70761199451153e-06,0.001353369703629
4.2.1.58-RXN|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,DSS_only,TRUE,-0.824989198787638,0.0615529574081674,12,6,3.01793327595109e-06,0.001353369703629
4.2.1.59-RXN|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,DSS_only,TRUE,-0.824989198787638,0.0615529574081674,12,6,3.01793327595109e-06,0.001353369703629
4.2.1.61-RXN|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,DSS_only,TRUE,-0.824989198787638,0.0615529574081674,12,6,3.01793327595109e-06,0.001353369703629
ACSERLY-RXN|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,DSS_only,TRUE,-0.894355448295838,0.0586057369298472,12,6,1.24956569108553e-06,0.001353369703629
ADPREDUCT-RXN|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,DSS_only,TRUE,-0.892791642274144,0.0624624351236455,12,6,1.95128874703006e-06,0.001353369703629
ALANINE--TRNA-LIGASE-RXN|g__Bacteroides.s__Bacteroides_vulgatus,DSS_only,TRUE,0.89849265499317,0.0634879006747003,12,6,2.08726639999398e-06,0.001353369703629
ARGDECARBOX-RXN|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,DSS_only,TRUE,-0.869761962117605,0.0628751439455247,12,6,2.43648762065032e-06,0.001353369703629
ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,DSS_only,TRUE,-0.875009833248606,0.0587966625163054,12,6,1.48284669903561e-06,0.001353369703629
ASPCARBTRANS-RXN|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,DSS_only,TRUE,-0.767335312966738,0.0500278155018177,12,6,1.20706911177469e-06,0.001353369703629
CARBPSYN-RXN|g__Bacteroides.s__Bacteroides_vulgatus_CAG_6,DSS_only,TRUE,0.82050622154276,0.0560284043748331,12,6,1.65443203937379e-06,0.001353369703629
CARBPSYN-RXN|g__Lactobacillus.s__Lactobacillus_intestinalis,DSS_only,TRUE,-1.68057326186811,0.120427278355927,12,4,2.29570725456415e-06,0.001353369703629
CDPREDUCT-RXN|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,DSS_only,TRUE,-0.892791642274144,0.0624624351236455,12,6,1.95128874703006e-06,0.001353369703629
CELLOBIOSE-EPIMERASE-RXN|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,DSS_only,TRUE,-0.97402144946605,0.0639102586584376,12,6,1.26083886008189e-06,0.001353369703629
CHORISMATE-SYNTHASE-RXN|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,DSS_only,TRUE,-0.830832141427083,0.0582400128064414,12,6,1.97707759193947e-06,0.001353369703629
DIAMINOPIMEPIM-RXN|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,DSS_only,TRUE,-0.788103738261908,0.0529045963428945,12,6,1.47288922025627e-06,0.001353369703629
DIOHBUTANONEPSYN-RXN|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,DSS_only,TRUE,-0.858111922507523,0.0558849915455466,12,6,1.19809652202517e-06,0.001353369703629
DMK-RXN|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,DSS_only,TRUE,-0.934419962941182,0.0677214256008632,12,6,2.47889721922252e-06,0.001353369703629
DNA-DIRECTED-RNA-POLYMERASE-RXN|g__Lactobacillus.s__Lactobacillus_intestinalis,DSS_only,TRUE,-1.55945417912518,0.111339644650891,12,4,2.23937791732138e-06,0.001353369703629
GART-RXN|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,DSS_only,TRUE,-0.826281106122965,0.0540790107076399,12,6,1.23922934588697e-06,0.001353369703629
GDPREDUCT-RXN|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,DSS_only,TRUE,-0.892791642274144,0.0624624351236455,12,6,1.95128874703006e-06,0.001353369703629
GLURS-RXN|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,DSS_only,TRUE,-0.749312304915529,0.0517120351399915,12,6,1.77807687327965e-06,0.001353369703629
GLUTAMINESYN-RXN|g__Lactobacillus.s__Lactobacillus_intestinalis,DSS_only,TRUE,-1.8966670718519,0.141091261441339,12,4,2.95780056987321e-06,0.001353369703629
GLYRIBONUCSYN-RXN|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,DSS_only,TRUE,-0.788717199815712,0.0525150180800599,12,6,1.39317465233522e-06,0.001353369703629
GMP-SYN-GLUT-RXN|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,DSS_only,TRUE,-0.718318505041782,0.0489867343609773,12,6,1.63985474286942e-06,0.001353369703629
GTP-CYCLOHYDRO-II-RXN|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,DSS_only,TRUE,-0.858111922507523,0.0558849915455466,12,6,1.19809652202517e-06,0.001353369703629
HISTAMINOTRANS-RXN|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,DSS_only,TRUE,-0.879819497087162,0.0570245447748639,12,6,1.15953253751934e-06,0.001353369703629
HISTIDINE--TRNA-LIGASE-RXN|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,DSS_only,TRUE,-0.814532467312111,0.0582567399255406,12,6,2.2661461273568e-06,0.001353369703629
HOMOCYSMETB12-RXN|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,DSS_only,TRUE,-0.915845261971938,0.067243099802374,12,6,2.70700107734858e-06,0.001353369703629
ISOLEUCINE--TRNA-LIGASE-RXN|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_A4,DSS_only,TRUE,-0.363352542653857,0.0256431045177929,12,3,2.06991153445609e-06,0.001353369703629
L-GLN-FRUCT-6-P-AMINOTRANS-RXN|g__Bacteroides.s__Bacteroides_vulgatus_CAG_6,DSS_only,TRUE,0.953592010893665,0.0709815477176753,12,6,2.97044968007816e-06,0.001353369703629
L-GLN-FRUCT-6-P-AMINOTRANS-RXN|g__Lactobacillus.s__Lactobacillus_reuteri,DSS_only,TRUE,-0.364871848487696,0.0258608646032166,12,3,2.13099250430129e-06,0.001353369703629
LEUCINE--TRNA-LIGASE-RXN|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,DSS_only,TRUE,-0.856582181722751,0.0633925097848039,12,6,2.85631293362294e-06,0.001353369703629
LUMAZINESYN-RXN|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,DSS_only,TRUE,-0.951016072897599,0.0695655514498126,12,6,2.63948397175672e-06,0.001353369703629
MALONYL-COA-ACP-TRANSACYL-RXN|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,DSS_only,TRUE,-0.908207135704977,0.0621270654780071,12,6,1.67449596324689e-06,0.001353369703629
MYO-INOSITOL-1OR-4-MONOPHOSPHATASE-RXN|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,DSS_only,TRUE,-0.792936747484292,0.0582320392407511,12,6,2.7111346761136e-06,0.001353369703629
NACGLCTRANS-RXN|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,DSS_only,TRUE,-0.858591336150516,0.0598963736597249,12,6,1.91335815285372e-06,0.001353369703629
NAD-SYNTH-GLN-RXN|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,DSS_only,TRUE,-0.814308692165948,0.0544012725983014,12,6,1.42539737316075e-06,0.001353369703629
OROTPDECARB-RXN|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,DSS_only,TRUE,-0.832475024309448,0.0596738605805219,12,6,2.30093084222115e-06,0.001353369703629
PANTOTHENATE-KIN-RXN|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,DSS_only,TRUE,-0.88224161403452,0.0641479928088445,12,6,2.53411709782047e-06,0.001353369703629
PEPTIDYLPROLYL-ISOMERASE-RXN|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,DSS_only,TRUE,-0.934677262063806,0.0690576130026569,12,6,2.82447453743311e-06,0.001353369703629
PNKIN-RXN|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_A4,RCEwDSS_only,TRUE,-0.3450419216195,0.0250799353732885,12,3,2.52854747575737e-06,0.001353369703629
PRPPAMIDOTRANS-RXN|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,DSS_only,TRUE,-0.90207006000673,0.0669115346014809,12,6,2.90081430618573e-06,0.001353369703629
PYRAMKIN-RXN|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_A4,RCEwDSS_only,TRUE,-0.3450419216195,0.0250799353732885,12,3,2.52854747575737e-06,0.001353369703629
PYRIDOXKIN-RXN|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_A4,RCEwDSS_only,TRUE,-0.3450419216195,0.0250799353732885,12,3,2.52854747575737e-06,0.001353369703629
RIBONUCLEOSIDE-DIP-REDUCTI-RXN|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,DSS_only,TRUE,-0.892791642274144,0.0624624351236455,12,6,1.95128874703006e-06,0.001353369703629
RIBONUCLEOSIDE-DIP-REDUCTII-RXN|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,DSS_only,TRUE,-0.892791642274144,0.0624624351236455,12,6,1.95128874703006e-06,0.001353369703629
RXN-10656|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,DSS_only,TRUE,-0.824989198787638,0.0615529574081674,12,6,3.01793327595109e-06,0.001353369703629
RXN-10660|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,DSS_only,TRUE,-0.824989198787638,0.0615529574081674,12,6,3.01793327595109e-06,0.001353369703629
RXN-10949|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,DSS_only,TRUE,-0.792936747484292,0.0582320392407511,12,6,2.7111346761136e-06,0.001353369703629
RXN-10952|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,DSS_only,TRUE,-0.792936747484292,0.0582320392407511,12,6,2.7111346761136e-06,0.001353369703629
RXN-10953|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,DSS_only,TRUE,-0.792936747484292,0.0582320392407511,12,6,2.7111346761136e-06,0.001353369703629
RXN-10954|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,DSS_only,TRUE,-0.792936747484292,0.0582320392407511,12,6,2.7111346761136e-06,0.001353369703629
RXN-11029|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,DSS_only,TRUE,-0.858591336150516,0.0598963736597249,12,6,1.91335815285372e-06,0.001353369703629
RXN-11047|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,DSS_only,TRUE,-0.934419962941182,0.0677214256008632,12,6,2.47889721922252e-06,0.001353369703629
RXN-11346|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,DSS_only,TRUE,-0.858591336150516,0.0598963736597249,12,6,1.91335815285372e-06,0.001353369703629
RXN-11477|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,DSS_only,TRUE,-0.824989198787638,0.0615529574081674,12,6,3.01793327595109e-06,0.001353369703629
RXN-11481|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,DSS_only,TRUE,-0.824989198787638,0.0615529574081674,12,6,3.01793327595109e-06,0.001353369703629
RXN-11598|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,DSS_only,TRUE,-0.882218685983771,0.0627016360291128,12,6,2.17133580985019e-06,0.001353369703629
RXN-11633|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,DSS_only,TRUE,-0.796079654461808,0.0534597582123449,12,6,1.47659930581485e-06,0.001353369703629
RXN-11638|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,DSS_only,TRUE,-0.849733566060584,0.0566477761410323,12,6,1.40497898811913e-06,0.001353369703629
RXN-12093|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,DSS_only,TRUE,-0.804952344421887,0.0535420397802489,12,6,1.38364669612219e-06,0.001353369703629
RXN-12726|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,DSS_only,TRUE,-0.894355448295838,0.0586057369298472,12,6,1.24956569108553e-06,0.001353369703629
RXN-13009|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,DSS_only,TRUE,-0.824989198787638,0.0615529574081674,12,6,3.01793327595109e-06,0.001353369703629
RXN-13997|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,DSS_only,TRUE,-0.668413845672034,0.0473837514809812,12,6,2.13370298164518e-06,0.001353369703629
