Treatment_Group	Control	Control	Control	DSS	DSS	RCE	RCE	RCE	RCE+DSS	RCE+DSS	RCE+DSS
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides sp. HF-5141	5.542805082	4.827613914	3.921378878	6.886143909	8.874412187	5.190962597	5.270095707	5.160481856	6.28158344	6.635364823	5.910305954
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides sp. M10	4.686097214	4.050818454	3.12219054	6.020931199	7.051488813	4.65925345	4.112023509	4.319678571	5.052203445	6.014775445	5.279147654
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides sp. HF-162	4.853144486	3.020455104	2.995078174	4.844866874	5.725179138	5.308889308	4.556765744	4.043432357	4.263751971	4.747942079	5.102268049
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides sp. CACC 737	4.815844087	3.325930972	2.900122166	4.751706541	5.693910947	5.253847853	4.518590649	3.631638845	4.373390449	4.274107308	5.118742904
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides sp. ZJ-18	2.707687749	2.285243466	1.710011997	3.439459278	3.750777548	2.133084992	1.802269136	1.636680012	1.450058436	2.763621179	2.285317258
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides sp. A1C1	3.552930594	1.547460821	1.463054483	4.010024028	4.949096087	4.205336767	3.468296779	1.581699786	3.619343186	3.26529257	4.439490957
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides sp. PHL 2737	0.67638822	0.483226768	0.650419555	1.777023846	2.566654515	1.305614825	1.373044747	1.209269418	0.88999429	1.348518208	1.37806748
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides fragilis	8.100435352	7.349213868	6.793157605	9.010233777	9.267687043	8.11845772	7.754067892	7.622479449	7.187735844	8.495247605	8.014409862
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides xylanisolvens	7.319084114	6.609035257	5.589211664	8.806034873	10.42543286	7.056357863	6.954296757	6.933252484	7.883963183	8.443766765	7.71517863
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides thetaiotaomicron	7.013017104	6.304660337	5.427917068	7.885311358	9.326970938	6.805993804	6.509888811	6.44348216	6.931491474	7.85426962	7.189255698
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides caccae	6.818530573	6.21955728	5.088502087	7.992451872	9.009507832	6.400315228	6.022298522	6.265851352	6.77568116	8.035076244	7.218212681
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides ovatus	6.549374965	5.88480632	4.853234305	7.91141884	9.543303054	5.884740141	5.924424682	6.027131981	7.010372695	7.633962793	6.876801588
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides eggerthii	5.776160256	4.794016769	4.63071114	6.412859929	7.171862315	6.31636827	5.795044005	5.312337269	5.406293417	6.442789059	6.060399061
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides uniformis	6.892905009	4.880999565	4.527164912	6.631869822	7.86474358	7.480073773	6.536059118	5.199807316	6.565586496	6.125730659	7.395219502
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides helcogenes	5.662350994	4.691436358	4.481800401	5.943989759	6.336439952	6.114893605	5.592934977	5.010576938	4.765902386	5.516424417	5.44558014
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides heparinolyticus	5.699910803	4.757093741	4.449990209	6.058800083	6.439309746	6.150082637	5.642801633	5.111068588	4.744726777	5.717160368	5.541006108
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides zoogleoformans	5.568186928	4.784626323	4.438620356	6.223983657	6.508736629	5.924224551	5.408411192	5.068497829	4.664146641	5.884342938	5.542751406
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides cellulosilyticus	5.353167585	4.417950896	4.303749415	5.795497756	6.289814621	5.748479807	5.248414479	4.854082085	4.804676688	5.512445282	5.356599774
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides intestinalis	5.235175733	4.420505963	4.284063675	6.368111943	6.69337989	5.423543288	5.149183043	4.665833987	4.973660358	5.728182164	5.47900699
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides coprosuis	3.710643588	2.974247292	2.645475108	4.501202469	4.629956943	3.682006535	3.513364909	3.25989978	3.052995391	3.881041153	3.602300485
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes shahii	7.430160045	6.741380386	6.940611911	8.076552198	9.858600044	7.847844009	8.72823195	9.16810163	6.981344505	8.597364001	7.706056814
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes communis	7.458483397	6.807782796	6.903628611	7.949102061	8.74975429	7.816557354	8.273805035	9.006083605	5.845025741	7.540662009	7.450072097
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes dispar	7.303509102	6.631126128	6.859461139	7.764547703	9.117078371	7.441959104	8.565649575	9.114442213	5.898319186	7.634206956	7.55226761
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes finegoldii	7.261290724	6.507243362	6.770210364	7.633507366	8.859997161	7.646905782	8.416526568	8.97829649	5.879013122	7.561288475	7.359150165
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes megaguti	7.221369904	6.562655908	6.709348883	7.837829277	8.908000607	7.528939646	8.325613731	8.864707487	5.925575573	7.5727347	7.390926384
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes onderdonkii	7.197562214	6.478411455	6.695086038	7.656635797	8.857721979	7.573216018	8.311550806	8.892706833	6.057059533	7.618126365	7.364710894
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes indistinctus	5.74512373	5.089238817	4.922779913	8.052340268	6.545565824	6.232753227	6.028133272	6.183676838	4.778188314	5.744558566	5.497123157
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes sp. dk3624	5.104578794	4.682416378	4.548900296	5.861844392	6.138977463	5.823562735	5.51443836	6.068246433	4.732151301	5.605040279	5.272589278
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella copri	7.843960488	7.35740458	6.255949843	7.776344574	8.530691296	5.957665569	5.823903862	6.407377731	4.174995632	7.547872746	7.025723086
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella dentalis	7.352469345	6.676992021	6.08358892	7.25046206	7.863321124	7.098791001	6.618584428	6.439898304	4.716630908	7.011021949	6.539810888
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella intermedia	7.342313094	6.76607586	5.959089068	7.421360959	8.032419133	6.435447692	6.073980734	6.23134191	5.066001972	7.054179211	6.665879247
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella denticola	7.226660916	6.641019344	5.797410749	7.19742409	7.823826496	6.400519603	5.98700753	6.097762688	4.38414779	6.906245565	6.44942945
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella ruminicola	6.86331728	6.292158212	5.491140038	6.756216234	7.489888002	5.676380512	5.506720101	5.6960995	4.074527409	6.534722063	6.118165645
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella sp. WR041	5.841074129	5.308555999	4.465310801	5.674800097	6.438115888	5.246590286	4.775522403	4.530849244	3.079711685	5.454171047	4.932267078
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella sp. oral taxon 299	5.212469669	4.746441117	3.869485197	5.227064986	5.851080175	4.249573028	3.875522713	4.259644592	2.673002018	5.03986891	4.622681418
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella oris	6.236642764	5.739407214	4.833575983	6.072123096	6.80594987	5.1062904	4.789330626	5.052700724	3.128864499	5.92042751	5.490582302
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella fusca	6.091917784	5.434300585	4.665070074	6.00738637	6.566914517	5.480721312	4.955035989	4.861519935	3.358338402	5.666970352	5.276003354
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella enoeca	5.843831282	5.261233766	4.625506043	5.858076197	6.495712845	5.213471708	4.823035227	4.920868435	3.378801856	5.579402765	5.193416915
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella melaninogenica	5.943478601	5.437773109	4.611803257	5.983106425	6.631010146	5.303216385	4.839350978	4.821824503	3.495837738	5.692049079	5.248996444
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella jejuni	4.937228129	4.281953046	3.680098667	4.799643142	5.444706535	4.409219097	3.865901535	3.774194746	2.621403519	4.466832448	4.206122977
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella scopos	4.445933191	3.931388934	3.054681542	4.311601653	5.113672924	3.587512461	3.289843244	3.358984424	1.821160282	4.2165703	3.774088984
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella|s__Paraprevotella xylaniphila	6.857871886	6.14677782	5.808406535	8.367954595	8.01514939	7.932325754	7.03807294	6.452539855	6.763030396	7.569801871	7.704888165
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Alloprevotella|s__Alloprevotella sp. E39	6.102631209	5.260164328	4.913610994	6.300091934	6.615673701	6.504577269	6.022731536	5.588907077	4.414781435	5.739120394	5.682691916
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides distasonis	8.725612864	7.447225721	7.975935178	10.68363417	9.385649627	9.45695518	8.878287286	7.926500987	8.036792191	9.242159348	8.567110568
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides goldsteinii	7.275934364	5.578267117	5.528085704	7.776651699	7.856813313	7.705397783	7.274873513	7.07968197	5.944878064	7.767058863	7.409936444
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides sp. CT06	3.434213831	2.15013878	2.533647309	4.841347669	3.67496625	3.761808501	3.541438422	3.441809331	2.505764318	3.514816576	3.043027842
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Tannerella|s__Tannerella sp. oral taxon HOT-286	5.910384084	4.836729551	4.960474644	5.94562959	6.298524416	6.424836746	5.760930723	5.319256095	4.260512198	5.557427091	5.033179208
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Tannerella|s__Tannerella forsythia	5.050923603	4.091470448	4.225460278	5.465186888	5.6446654	5.767620041	5.073877315	5.024632607	4.433314624	4.90593558	4.713030591
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Odoribacter|s__Odoribacter splanchnicus	5.927498917	6.335957347	5.609835918	9.081821746	9.049419936	6.921867776	6.303533089	6.955627223	8.366491669	7.942237953	7.945207022
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Butyricimonas|s__Butyricimonas virosa	5.591639486	5.234620084	4.726946825	8.475824224	8.39619023	5.794929966	5.364332943	5.651029277	6.680588693	6.530137283	6.715949687
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Butyricimonas|s__Butyricimonas faecalis	4.965582691	4.602536851	3.967045534	6.734088566	6.927655384	6.203300295	5.490532627	5.121087565	6.033716997	6.000451992	5.992900055
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Barnesiella|s__Barnesiella viscericola	7.076090132	5.712814493	6.142379182	7.18613921	7.502735848	8.021464882	7.434883659	6.54564577	5.668055006	6.662670694	6.205319067
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Coprobacter|s__Coprobacter sp. 2CBH44	5.601744282	4.913106002	4.442268467	6.292809578	6.612925369	5.54647175	5.118720827	4.973301838	4.563105368	5.711386326	5.352127797
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas asaccharolytica	5.535381746	4.448317046	4.643840348	5.641799504	6.383343332	6.236421545	4.995306041	4.545802749	4.719937094	5.248825176	5.273377859
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas gingivalis	5.082676677	3.831249321	4.255318769	5.200298884	5.299222616	5.981359448	5.287857732	4.618817877	4.188014344	4.923622893	4.566311513
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas cangingivalis	4.359596318	3.584742678	3.295559475	4.781393995	4.969072301	4.977957724	4.325726693	3.936372263	3.383574895	4.22826274	4.030677125
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas crevioricanis	3.499251411	2.520172803	2.830840587	4.128336096	4.039821386	4.282769472	3.748291367	3.377549078	3.369208141	3.282841107	3.296795175
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Dysgonomonadaceae|g__Petrimonas|s__Petrimonas mucosa	4.810216171	3.576747122	3.948567245	4.809282448	5.101658676	5.606878188	4.83393287	4.374428379	3.795321284	4.3527701	4.200052984
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Dysgonomonadaceae|g__Proteiniphilum|s__Proteiniphilum saccharofermentans	4.705519807	3.802153196	3.808606166	5.15754505	5.213621149	5.332217857	4.697391561	4.319078425	3.665145674	4.583701885	4.304558897
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Dysgonomonadaceae|g__Dysgonomonas|s__Dysgonomonas sp. HDW5A	2.437286711	2.143967645	1.57030057	2.96620658	3.326300046	2.152630508	1.773740741	1.632821588	1.637553357	2.61320002	2.183836177
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Dysgonomonadaceae|g__Dysgonomonas|s__Dysgonomonas sp. HDW5B	1.840742917	1.082577183	1.327600184	2.21073408	2.344060469	2.523746595	2.13264288	1.740727738	1.737877884	1.767148705	1.696122296
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Paludibacteraceae|g__Paludibacter|s__Paludibacter propionicigenes	3.301931375	2.709668781	2.784170697	4.24390987	4.092978814	3.816748031	3.384525346	3.074634874	3.075293185	3.531690666	3.353579727
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Salinivirgaceae|g__Salinivirga|s__Salinivirga cyanobacteriivorans	2.600317263	2.239671563	2.088493356	3.323166622	3.542586742	2.652883962	1.998186784	2.310785308	2.161242831	3.006282586	2.551147694
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tenuifilaceae|g__Tenuifilum|s__Tenuifilum thalassicum	2.786928154	2.034806011	2.081492348	3.220346718	3.365010341	3.559964501	2.852815193	2.492093776	2.459045015	3.065419043	2.612263092
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Marinilabiliales|f__Prolixibacteraceae|g__Draconibacterium|s__Draconibacterium orientale	2.897216487	2.628012933	2.41055647	3.645869601	3.676586975	3.288581512	2.613932671	2.639743959	2.82109343	3.166115191	2.781459129
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Marinilabiliales|f__Prolixibacteraceae|g__Draconibacterium|s__Draconibacterium sp. M1	2.238297298	1.624832491	1.710011997	2.709919007	3.09619644	2.622368148	2.290569801	2.291335393	2.631470682	2.272811924	2.47641184
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Marinilabiliales|f__Marinilabiliaceae|g__Alkalitalea|s__Alkalitalea saponilacus	3.345029606	2.641217203	2.447328606	3.937161173	4.078340138	3.81552236	3.165163136	2.810008998	3.11458081	3.437460903	3.308127084
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Marinilabiliales|f__Marinifilaceae|g__Labilibaculum|s__Labilibaculum antarcticum	2.372107362	2.345643317	1.663887087	3.525305889	3.475273963	2.481093192	2.330292137	2.332357537	2.792666352	2.850245823	2.74250331
d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Flavobacterium|s__Flavobacterium sp. I3-2	1.074880496	1.347156302	1.667008386	0.395136539	0.940224906	0.942178447	0.808329747	0.93625956	0.41802453	0.581004087	0.465113927
d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Flavobacterium|s__Flavobacterium sp. HYN0086	1.456573293	1.297980489	1.638670566	1.696206625	1.482633882	0.896538798	1.105117086	0.832427488	0.842249739	1.155177752	0.937978011
d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Flavobacterium|s__Flavobacterium sp. MDT1-60	1.930256283	2.318501895	1.563616928	2.329370154	2.728533877	1.319516006	1.666985421	1.469357473	1.408511	1.963361568	1.799011135
d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Flavobacterium|s__Flavobacterium sp. CLA17	1.974843415	2.134661164	1.48444345	3.039701254	2.993309972	1.623954177	1.929646737	1.708095046	2.075349237	2.44525	2.15445909
d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Flavobacterium|s__Flavobacterium sp. P2-65	1.624568604	1.297980489	1.385592573	3.16511339	2.969708316	1.705617625	1.367600711	1.589683554	2.445413965	2.229513408	2.152174341
d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Flavobacterium|s__Flavobacterium sp. KBS0721	1.73670094	2.054679846	1.307739527	2.132265985	2.407897415	1.226667587	1.212263602	1.275109235	1.124756723	1.67522106	1.338424626
d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Flavobacterium|s__Flavobacterium sp. CJ74	1.665947345	1.5427777	1.307739527	2.199782284	1.770584575	2.242930442	1.914792794	1.729931981	1.375348275	2.003227893	1.479961491
d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Flavobacterium|s__Flavobacterium sp. CS20	1.192817653	1.499931131	1.303734375	1.297863154	1.776642408	1.856261892	1.394617755	1.280051534	1.286398424	1.362733094	1.181476531
d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Flavobacterium|s__Flavobacterium sp. 140616W15	1.324985359	1.7600932	1.303734375	0.673671257	1.112960869	1.079219575	1.497893982	1.050576493	0.842249739	1.00618298	0.792999397
d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Flavobacterium|s__Flavobacterium sp. M31R6	0.968654162	1.082577183	1.069063852	1.5077828	0.680756827	0.830116	0.975121354	0.891749599	0.77117995	1.568883436	0.720833367
d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Flavobacterium|s__Flavobacterium sp. xlx-214	1.186512488	1.584388386	0.97145164	2.560970596	2.415682026	1.166410349	1.15653145	1.260179934	1.756396166	1.624998745	1.736333274
d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Flavobacterium|s__Flavobacterium sp. BB8	0.813636468	1.223852064	0.945980567	1.384239688	0.862614532	1.103526222	1.212263602	1.027251031	1.107550033	0.846767642	1.035409217
d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Flavobacterium|s__Flavobacterium sp. Sr18	0.694275463	1.269918487	0.747973166	2.128420806	2.065979751	0.687325953	0.84796563	0.997553656	1.580496309	1.305013362	1.338424626
d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Flavobacterium|s__Flavobacterium sp. SLB02	0.861915323	0.989279764	0.742065557	1.284103178	1.214631097	0.986418451	1.065316993	0.713249207	1.130446982	1.030130861	0.94327336
d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Flavobacterium|s__Flavobacterium album	2.891413294	2.288044474	2.242889992	3.24008058	3.600082374	2.989251981	2.665865863	2.48140564	2.572078478	2.85192635	2.762112702
d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Flavobacterium|s__Flavobacterium columnare	2.073815041	2.222204004	1.757638861	1.969855576	1.841651912	1.875209716	2.008717323	1.765608044	1.584647498	1.876865816	1.443056811
d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Flavobacterium|s__Flavobacterium johnsoniae	1.518124049	2.096823024	1.697855492	1.542872939	1.596597201	2.085066214	2.179999843	1.814117279	1.169662504	1.244887775	1.212508575
d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Flavobacterium|s__Flavobacterium pallidum	1.930256283	1.182300848	1.509002944	1.801378147	2.290029038	2.743320319	1.876974741	1.844461966	1.803459931	1.972659752	1.807746897
d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Flavobacterium|s__Flavobacterium magnum	2.070394807	1.538079328	1.470219431	2.689186401	3.003676923	2.743320319	2.001705511	2.078055483	1.817637542	2.454128452	2.177109749
d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Flavobacterium|s__Flavobacterium anhuiense	2.468804371	2.366994706	1.430364443	2.257254036	2.664638468	1.710900951	1.933336449	1.697051367	1.859353112	2.079800467	1.75452081
