Treatment_Gropu	Control	Control	Control	DSS	DSS	DSS	Control	DSS	RCE	RCE+DSS	RCE	RCE	RCE	RCE+DSS	RCE+DSS	RCE+DSS	Start
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides sp. HF-5141	3.921378878	5.542805082	4.827613914	6.886143909	8.874412187	7.477726282	6.246859834	7.754676365	6.482004384	8.256733979	5.270095707	5.160481856	5.190962597	5.910305954	6.28158344	6.635364823	5.804992125
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides sp. M10	3.12219054	4.686097214	4.050818454	6.020931199	7.051488813	6.824924212	5.462691518	5.958748942	5.510700794	6.876518555	4.112023509	4.319678571	4.65925345	5.279147654	5.052203445	6.014775445	4.943262729
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides sp. HF-162	2.995078174	4.853144486	3.020455104	4.844866874	5.725179138	5.050582621	6.804506744	4.923180027	7.720665683	5.655333189	4.556765744	4.043432357	5.308889308	5.102268049	4.263751971	4.747942079	5.757428833
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides sp. CACC 737	2.900122166	4.815844087	3.325930972	4.751706541	5.693910947	4.698672372	6.818879967	4.925686351	7.706556893	5.703581274	4.518590649	3.631638845	5.253847853	5.118742904	4.373390449	4.274107308	5.834324183
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides sp. ZJ-18	1.710011997	2.707687749	2.285243466	3.439459278	3.750777548	3.006108234	3.137943471	3.103789629	3.30324376	3.031726025	1.802269136	1.636680012	2.133084992	2.285317258	1.450058436	2.763621179	2.487598043
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides sp. A1C1	1.463054483	3.552930594	1.547460821	4.010024028	4.949096087	3.711043046	6.331196052	4.084678426	7.253775327	5.18864737	3.468296779	1.581699786	4.205336767	4.439490957	3.619343186	3.26529257	5.121024546
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides sp. PHL 2737	0.650419555	0.67638822	0.483226768	1.777023846	2.566654515	1.61595921	1.551980424	2.293923717	2.483858998	1.962215168	1.373044747	1.209269418	1.305614825	1.37806748	0.88999429	1.348518208	1.358309439
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides fragilis	6.793157605	8.100435352	7.349213868	9.010233777	9.267687043	8.887507051	8.386312318	8.760750486	8.888307942	8.679020576	7.754067892	7.622479449	8.11845772	8.014409862	7.187735844	8.495247605	8.044507319
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides xylanisolvens	5.589211664	7.319084114	6.609035257	8.806034873	10.42543286	9.338359471	7.957410185	9.386191451	7.96767901	9.949054142	6.954296757	6.933252484	7.056357863	7.71517863	7.883963183	8.443766765	7.531125511
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides thetaiotaomicron	5.427917068	7.013017104	6.304660337	7.885311358	9.326970938	8.571896347	7.396506014	8.268596261	7.661709062	8.721950896	6.509888811	6.44348216	6.805993804	7.189255698	6.931491474	7.85426962	7.01705815
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides caccae	5.088502087	6.818530573	6.21955728	7.992451872	9.009507832	8.879205563	7.343468282	7.912788274	7.119393593	8.747877784	6.022298522	6.265851352	6.400315228	7.218212681	6.77568116	8.035076244	6.888742789
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides ovatus	4.853234305	6.549374965	5.88480632	7.91141884	9.543303054	8.505397053	7.098065883	8.386736031	7.052465174	8.938029025	5.924424682	6.027131981	5.884740141	6.876801588	7.010372695	7.633962793	6.574620014
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides eggerthii	4.63071114	5.776160256	4.794016769	6.412859929	7.171862315	6.880736912	6.37259611	6.687268069	7.223017091	6.466819873	5.795044005	5.312337269	6.31636827	6.060399061	5.406293417	6.442789059	6.132354279
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides uniformis	4.527164912	6.892905009	4.880999565	6.631869822	7.86474358	6.339252508	9.392632898	6.737466522	10.27051764	8.109174746	6.536059118	5.199807316	7.480073773	7.395219502	6.565586496	6.125730659	8.189133632
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides helcogenes	4.481800401	5.662350994	4.691436358	5.943989759	6.336439952	5.598944869	6.293436098	5.875419526	7.234844964	5.885917229	5.592934977	5.010576938	6.114893605	5.44558014	4.765902386	5.516424417	6.072070407
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides heparinolyticus	4.449990209	5.699910803	4.757093741	6.058800083	6.439309746	5.79243309	6.037403679	6.018280996	6.90328319	5.862166671	5.642801633	5.111068588	6.150082637	5.541006108	4.744726777	5.717160368	5.925374223
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides zoogleoformans	4.438620356	5.568186928	4.784626323	6.223983657	6.508736629	5.803706084	5.893128772	6.073947928	6.735653131	5.800536928	5.408411192	5.068497829	5.924224551	5.542751406	4.664146641	5.884342938	5.760849992
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides cellulosilyticus	4.303749415	5.353167585	4.417950896	5.795497756	6.289814621	5.892739148	5.778755636	5.975578335	6.665028617	5.804986049	5.248414479	4.854082085	5.748479807	5.356599774	4.804676688	5.512445282	5.606552845
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides intestinalis	4.284063675	5.235175733	4.420505963	6.368111943	6.69337989	6.134158914	5.796130368	6.298927594	6.651725343	6.188705845	5.149183043	4.665833987	5.423543288	5.47900699	4.973660358	5.728182164	5.583098882
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides coprosuis	2.645475108	3.710643588	2.974247292	4.501202469	4.629956943	4.252358537	3.720763816	4.278842882	4.217773797	3.995894217	3.513364909	3.25989978	3.682006535	3.602300485	3.052995391	3.881041153	3.682392107
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes shahii	6.940611911	7.430160045	6.741380386	8.076552198	9.858600044	9.343575506	8.057147224	8.51675497	7.826703313	9.204583132	8.72823195	9.16810163	7.847844009	7.706056814	6.981344505	8.597364001	7.778872831
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes communis	6.903628611	7.458483397	6.807782796	7.949102061	8.74975429	8.823134603	8.123812368	8.010274047	7.741177191	8.567600573	8.273805035	9.006083605	7.816557354	7.450072097	5.845025741	7.540662009	7.547356236
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes dispar	6.859461139	7.303509102	6.631126128	7.764547703	9.117078371	9.167194192	7.915374975	7.931198964	7.425099884	8.894423552	8.565649575	9.114442213	7.441959104	7.55226761	5.898319186	7.634206956	7.53630166
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes finegoldii	6.770210364	7.261290724	6.507243362	7.633507366	8.859997161	8.907331183	7.846097969	7.75179547	7.521197255	8.498281834	8.416526568	8.97829649	7.646905782	7.359150165	5.879013122	7.561288475	7.451479894
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes megaguti	6.709348883	7.221369904	6.562655908	7.837829277	8.908000607	8.792493009	7.812950674	8.011749259	7.484076829	8.682257437	8.325613731	8.864707487	7.528939646	7.390926384	5.925575573	7.5727347	7.430530329
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes onderdonkii	6.695086038	7.197562214	6.478411455	7.656635797	8.857721979	8.967324768	7.797902044	7.824778329	7.515646938	8.526257961	8.311550806	8.892706833	7.573216018	7.364710894	6.057059533	7.618126365	7.452538097
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes indistinctus	4.922779913	5.74512373	5.089238817	8.052340268	6.545565824	6.353842266	5.758639149	6.966708263	6.125160215	6.004528976	6.028133272	6.183676838	6.232753227	5.497123157	4.778188314	5.744558566	5.938051662
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes sp. dk3624	4.548900296	5.104578794	4.682416378	5.861844392	6.138977463	6.056854393	5.532805952	5.651468088	5.640598979	5.780835414	5.51443836	6.068246433	5.823562735	5.272589278	4.732151301	5.605040279	5.372194146
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella copri	6.255949843	7.843960488	7.35740458	7.776344574	8.530691296	7.801377583	7.314286929	6.893378639	6.820286101	6.68022709	5.823903862	6.407377731	5.957665569	7.025723086	4.174995632	7.547872746	6.894250889
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella dentalis	6.08358892	7.352469345	6.676992021	7.25046206	7.863321124	7.071184692	6.850903483	6.679740024	7.097363795	6.270850475	6.618584428	6.439898304	7.098791001	6.539810888	4.716630908	7.011021949	6.930443742
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella intermedia	5.959089068	7.342313094	6.76607586	7.421360959	8.032419133	7.359936874	6.888930591	6.739367348	6.887171583	6.45812604	6.073980734	6.23134191	6.435447692	6.665879247	5.066001972	7.054179211	6.703925581
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella denticola	5.797410749	7.226660916	6.641019344	7.19742409	7.823826496	7.092515711	6.703916614	6.584878593	6.74456239	6.139314308	5.98700753	6.097762688	6.400519603	6.44942945	4.38414779	6.906245565	6.631461399
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella ruminicola	5.491140038	6.86331728	6.292158212	6.756216234	7.489888002	6.712151494	6.382854391	6.08333228	6.290788552	5.760263581	5.506720101	5.6960995	5.676380512	6.118165645	4.074527409	6.534722063	6.13406237
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella sp. WR041	4.465310801	5.841074129	5.308555999	5.674800097	6.438115888	5.732602772	5.302865152	5.09334968	5.386147231	4.737696313	4.775522403	4.530849244	5.246590286	4.932267078	3.079711685	5.454171047	5.292119521
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella sp. oral taxon 299	3.869485197	5.212469669	4.746441117	5.227064986	5.851080175	5.134605999	4.794679737	4.697839405	4.748055278	4.348411792	3.875522713	4.259644592	4.249573028	4.622681418	2.673002018	5.03986891	4.570164656
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella oris	4.833575983	6.236642764	5.739407214	6.072123096	6.80594987	6.070585194	5.762853278	5.420712244	5.568477102	5.16084549	4.789330626	5.052700724	5.1062904	5.490582302	3.128864499	5.92042751	5.427690589
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella fusca	4.665070074	6.091917784	5.434300585	6.00738637	6.566914517	5.924436517	5.573998854	5.474768056	5.60055897	4.975581205	4.955035989	4.861519935	5.480721312	5.276003354	3.358338402	5.666970352	5.392056335
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella enoeca	4.625506043	5.843831282	5.261233766	5.858076197	6.495712845	5.686804545	5.446015633	5.483016547	5.553554199	5.055359969	4.823035227	4.920868435	5.213471708	5.193416915	3.378801856	5.579402765	5.297395107
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella melaninogenica	4.611803257	5.943478601	5.437773109	5.983106425	6.631010146	5.843262607	5.501877125	5.37314722	5.518406478	5.049502762	4.839350978	4.821824503	5.303216385	5.248996444	3.495837738	5.692049079	5.337841791
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella jejuni	3.680098667	4.937228129	4.281953046	4.799643142	5.444706535	4.756171278	4.478053253	4.444715527	4.529346394	4.050351903	3.865901535	3.774194746	4.409219097	4.206122977	2.621403519	4.466832448	4.44464904
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella scopos	3.054681542	4.445933191	3.931388934	4.311601653	5.113672924	4.364268785	4.063633288	3.723865877	4.005928039	3.437622091	3.289843244	3.358984424	3.587512461	3.774088984	1.821160282	4.2165703	3.894394003
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella|s__Paraprevotella xylaniphila	5.808406535	6.857871886	6.14677782	8.367954595	8.01514939	7.036965253	6.742411099	8.902653242	7.651557884	8.423169035	7.03807294	6.452539855	7.932325754	7.704888165	6.763030396	7.569801871	6.746064246
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Alloprevotella|s__Alloprevotella sp. E39	4.913610994	6.102631209	5.260164328	6.300091934	6.615673701	6.035156273	5.823555702	6.296347532	6.72988778	5.321227391	6.022731536	5.588907077	6.504577269	5.682691916	4.414781435	5.739120394	6.057088619
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides distasonis	7.975935178	8.725612864	7.447225721	10.68363417	9.385649627	8.953564326	9.820212106	10.05665067	10.22519789	9.362362431	8.878287286	7.926500987	9.45695518	8.567110568	8.036792191	9.242159348	9.153703772
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides goldsteinii	5.528085704	7.275934364	5.578267117	7.776651699	7.856813313	7.139983428	7.692495688	8.041952175	8.555911112	7.789313943	7.274873513	7.07968197	7.705397783	7.409936444	5.944878064	7.767058863	7.161853797
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides sp. CT06	2.533647309	3.434213831	2.15013878	4.841347669	3.67496625	3.377695464	4.151111616	4.428901694	4.808432254	3.747620431	3.541438422	3.441809331	3.761808501	3.043027842	2.505764318	3.514816576	3.60925658
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Tannerella|s__Tannerella sp. oral taxon HOT-286	4.960474644	5.910384084	4.836729551	5.94562959	6.298524416	5.350936643	5.415290362	5.820138213	6.280587562	5.111723594	5.760930723	5.319256095	6.424836746	5.033179208	4.260512198	5.557427091	6.076276345
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Tannerella|s__Tannerella forsythia	4.225460278	5.050923603	4.091470448	5.465186888	5.6446654	4.998976173	4.914174181	5.382604082	5.723430402	4.902006947	5.073877315	5.024632607	5.767620041	4.713030591	4.433314624	4.90593558	5.257777173
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Odoribacter|s__Odoribacter splanchnicus	5.609835918	5.927498917	6.335957347	9.081821746	9.049419936	8.773370985	6.91302023	7.849188368	6.666827396	8.295605148	6.303533089	6.955627223	6.921867776	7.945207022	8.366491669	7.942237953	6.483524573
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Butyricimonas|s__Butyricimonas virosa	4.726946825	5.591639486	5.234620084	8.475824224	8.39619023	7.668289876	5.923562701	7.418252294	5.427659146	7.468734955	5.364332943	5.651029277	5.794929966	6.715949687	6.680588693	6.530137283	6.350537371
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Butyricimonas|s__Butyricimonas faecalis	3.967045534	4.965582691	4.602536851	6.734088566	6.927655384	6.695389281	5.443217482	6.34412834	6.121791871	6.19151578	5.490532627	5.121087565	6.203300295	5.992900055	6.033716997	6.000451992	5.437784055
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Barnesiella|s__Barnesiella viscericola	6.142379182	7.076090132	5.712814493	7.18613921	7.502735848	6.222308214	6.474266248	7.26124487	7.742700816	6.314784292	7.434883659	6.54564577	8.021464882	6.205319067	5.668055006	6.662670694	7.390621717
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Coprobacter|s__Coprobacter sp. 2CBH44	4.442268467	5.601744282	4.913106002	6.292809578	6.612925369	5.718632502	5.451943745	6.003923223	5.872947732	5.492184203	5.118720827	4.973301838	5.54647175	5.352127797	4.563105368	5.711386326	5.37324637
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas asaccharolytica	4.643840348	5.535381746	4.448317046	5.641799504	6.383343332	4.970678833	4.96529298	5.384123594	6.202665052	4.946460109	4.995306041	4.545802749	6.236421545	5.273377859	4.719937094	5.248825176	5.594873525
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas gingivalis	4.255318769	5.082676677	3.831249321	5.200298884	5.299222616	4.691754625	4.799610701	5.272709102	5.77984695	4.652245715	5.287857732	4.618817877	5.981359448	4.566311513	4.188014344	4.923622893	5.310912198
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas cangingivalis	3.295559475	4.359596318	3.584742678	4.781393995	4.969072301	4.383715292	4.048983826	4.857314226	4.868171576	3.923019019	4.325726693	3.936372263	4.977957724	4.030677125	3.383574895	4.22826274	4.467983958
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas crevioricanis	2.830840587	3.499251411	2.520172803	4.128336096	4.039821386	3.729737627	3.225232137	4.105461198	4.150311684	3.540502156	3.748291367	3.377549078	4.282769472	3.296795175	3.369208141	3.282841107	3.642801625
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Dysgonomonadaceae|g__Petrimonas|s__Petrimonas mucosa	3.948567245	4.810216171	3.576747122	4.809282448	5.101658676	4.448759725	4.34796118	4.918573761	5.302998241	4.156493889	4.83393287	4.374428379	5.606878188	4.200052984	3.795321284	4.3527701	4.939715726
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Dysgonomonadaceae|g__Proteiniphilum|s__Proteiniphilum saccharofermentans	3.808606166	4.705519807	3.802153196	5.15754505	5.213621149	4.520789311	4.292296245	4.996538017	5.135697306	4.401492376	4.697391561	4.319078425	5.332217857	4.304558897	3.665145674	4.583701885	4.861266581
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Dysgonomonadaceae|g__Dysgonomonas|s__Dysgonomonas sp. HDW5A	1.57030057	2.437286711	2.143967645	2.96620658	3.326300046	2.770364039	2.231264191	2.288740994	1.756317559	2.301439465	1.773740741	1.632821588	2.152630508	2.183836177	1.637553357	2.61320002	1.868583403
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Dysgonomonadaceae|g__Dysgonomonas|s__Dysgonomonas sp. HDW5B	1.327600184	1.840742917	1.082577183	2.21073408	2.344060469	1.857639526	1.727832218	2.085574536	2.615289897	1.785556072	2.13264288	1.740727738	2.523746595	1.696122296	1.737877884	1.767148705	1.743965546
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Paludibacteraceae|g__Paludibacter|s__Paludibacter propionicigenes	2.784170697	3.301931375	2.709668781	4.24390987	4.092978814	3.505487175	3.226860074	3.915942855	3.894544638	3.520881041	3.384525346	3.074634874	3.816748031	3.353579727	3.075293185	3.531690666	3.415509497
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Salinivirgaceae|g__Salinivirga|s__Salinivirga cyanobacteriivorans	2.088493356	2.600317263	2.239671563	3.323166622	3.542586742	3.03645853	2.453327065	2.987049402	2.80831259	2.678970913	1.998186784	2.310785308	2.652883962	2.551147694	2.161242831	3.006282586	2.491479566
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tenuifilaceae|g__Tenuifilum|s__Tenuifilum thalassicum	2.081492348	2.786928154	2.034806011	3.220346718	3.365010341	3.123856807	2.355520924	3.385701887	3.700467818	2.568628068	2.852815193	2.492093776	3.559964501	2.612263092	2.459045015	3.065419043	3.156629771
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Marinilabiliales|f__Prolixibacteraceae|g__Draconibacterium|s__Draconibacterium orientale	2.41055647	2.897216487	2.628012933	3.645869601	3.676586975	3.291094715	2.791456198	3.226768873	3.430911829	3.002380391	2.613932671	2.639743959	3.288581512	2.781459129	2.82109343	3.166115191	3.156629771
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Marinilabiliales|f__Prolixibacteraceae|g__Draconibacterium|s__Draconibacterium sp. M1	1.710011997	2.238297298	1.624832491	2.709919007	3.09619644	2.682367971	2.158067756	2.507519309	2.723940711	2.323180144	2.290569801	2.291335393	2.622368148	2.47641184	2.631470682	2.272811924	2.139868711
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Marinilabiliales|f__Marinilabiliaceae|g__Alkalitalea|s__Alkalitalea saponilacus	2.447328606	3.345029606	2.641217203	3.937161173	4.078340138	3.589767059	2.975076768	4.089157149	3.851810319	3.30187203	3.165163136	2.810008998	3.81552236	3.308127084	3.11458081	3.437460903	3.587661182
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Marinilabiliales|f__Marinifilaceae|g__Labilibaculum|s__Labilibaculum antarcticum	1.663887087	2.372107362	2.345643317	3.525305889	3.475273963	3.333934431	2.402374251	2.987049402	2.341819324	2.795536597	2.330292137	2.332357537	2.481093192	2.74250331	2.792666352	2.850245823	2.207503728
